ConsumptionID,Region,RecordDate,Sector,EnergyConsumedMWh,PeakLoadMW
18288,South,2023-07-08,Agricultural,222.498,20.51
18289,South,2023-07-09,Residential,857.257,78.49
18290,South,2023-07-09,Industrial,1968.438,105.08
18291,South,2023-07-09,Commercial,1068.333,79.52
18292,South,2023-07-09,Agricultural,30.032,2.37
18293,South,2023-07-10,Residential,1497.594,109.94
18294,South,2023-07-10,Industrial,529.593,50.08
18295,South,2023-07-10,Commercial,2259.088,205.5
18296,South,2023-07-10,Agricultural,1005.291,101.1
18297,South,2023-07-11,Residential,1962.31,189.29
18298,South,2023-07-11,Industrial,220.15,13.12
18299,South,2023-07-11,Commercial,1325.816,106.21
18300,South,2023-07-11,Agricultural,958.84,94.14
18301,South,2023-07-12,Residential,1118.167,109.33
18302,South,2023-07-12,Industrial,704.444,54.36
18303,South,2023-07-12,Commercial,2202.908,216.7
18304,South,2023-07-12,Agricultural,703.285,60.81
18305,South,2023-07-13,Residential,365.152,35.72
18306,South,2023-07-13,Industrial,787.464,48.07
18307,South,2023-07-13,Commercial,1686.674,158.75
18308,South,2023-07-13,Agricultural,1761.816,126.98
18309,South,2023-07-14,Residential,1164.527,105.35
18310,South,2023-07-14,Industrial,794.01,61.45
18311,South,2023-07-14,Commercial,1279.334,107.97
18312,South,2023-07-14,Agricultural,1598.092,156.36
18313,South,2023-07-15,Residential,1302.07,133.06
18314,South,2023-07-15,Industrial,858.363,85.37
18315,South,2023-07-15,Commercial,2083.706,188.84
18316,South,2023-07-15,Agricultural,111.575,10.22
18317,South,2023-07-16,Residential,1646.99,98.14
18318,South,2023-07-16,Industrial,693.699,51.78
18319,South,2023-07-16,Commercial,1613.955,102.36
18320,South,2023-07-16,Agricultural,361.001,28.85
18321,South,2023-07-17,Residential,708.905,72.51
18322,South,2023-07-17,Industrial,2970.667,166.02
18323,South,2023-07-17,Commercial,811.318,83.33
18324,South,2023-07-17,Agricultural,134.343,8.1
18325,South,2023-07-18,Residential,754.411,64.85
18326,South,2023-07-18,Industrial,2213.276,205.51
18327,South,2023-07-18,Commercial,930.387,56.66
18328,South,2023-07-18,Agricultural,514.062,31.99
18329,South,2023-07-19,Residential,712.373,59.11
18330,South,2023-07-19,Industrial,2029.96,112.4
18331,South,2023-07-19,Commercial,1431.16,113.46
18332,South,2023-07-19,Agricultural,506.581,39.27
18333,South,2023-07-20,Residential,1036.714,106.35
18334,South,2023-07-20,Industrial,1258.869,86.76
18335,South,2023-07-20,Commercial,1649.678,99.18
18336,South,2023-07-20,Agricultural,88.343,7.94
18337,South,2023-07-21,Residential,2010.799,179.87
18338,South,2023-07-21,Industrial,380.796,20.35
18339,South,2023-07-21,Commercial,1581.855,119.95
18340,South,2023-07-21,Agricultural,489.066,43.22
18341,South,2023-07-22,Residential,2576.704,235.5
18342,South,2023-07-22,Industrial,960.17,96.95
18343,South,2023-07-22,Commercial,378.297,19.32
18344,South,2023-07-22,Agricultural,322.211,32.74
18345,South,2023-07-23,Residential,3458.499,263.27
18346,South,2023-07-23,Industrial,161.012,11.41
18347,South,2023-07-23,Commercial,130.063,11.09
18348,South,2023-07-23,Agricultural,870.332,63.43
18349,South,2023-07-24,Residential,1883.163,158.33
18350,South,2023-07-24,Industrial,980.792,68.71
18351,South,2023-07-24,Commercial,1644.686,134.08
18352,South,2023-07-24,Agricultural,170.942,8.61
18353,South,2023-07-25,Residential,1115.023,110.04
18354,South,2023-07-25,Industrial,1666.056,131.87
18355,South,2023-07-25,Commercial,767.293,42.54
18356,South,2023-07-25,Agricultural,854.829,73.03
18357,South,2023-07-26,Residential,1314.395,84.69
18358,South,2023-07-26,Industrial,2468.693,226.44
18359,South,2023-07-26,Commercial,485.835,40.64
18360,South,2023-07-26,Agricultural,308.312,23.22
18361,South,2023-07-27,Residential,3280.785,243.05
18362,South,2023-07-27,Industrial,126.3,9.12
18363,South,2023-07-27,Commercial,871.471,65.32
18364,South,2023-07-27,Agricultural,147.472,11.39
18365,South,2023-07-28,Residential,2981.765,166.96
18366,South,2023-07-28,Industrial,392.956,40.29
18367,South,2023-07-28,Commercial,386.331,28.08
18368,South,2023-07-28,Agricultural,240.22,23.11
18369,South,2023-07-29,Residential,836.178,70.94
18370,South,2023-07-29,Industrial,2216.449,175.78
18371,South,2023-07-29,Commercial,568.394,37.62
18372,South,2023-07-29,Agricultural,241.098,20.68
18373,South,2023-07-30,Residential,1732.045,103.32
18374,South,2023-07-30,Industrial,1592.491,137.9
18375,South,2023-07-30,Commercial,646.267,66.99
18376,South,2023-07-30,Agricultural,684.899,64.74
18377,South,2023-07-31,Residential,1566.967,91.14
18378,South,2023-07-31,Industrial,2045.86,145.6
18379,South,2023-07-31,Commercial,277.858,19.44
18380,South,2023-07-31,Agricultural,148.572,15.1
18381,South,2023-08-01,Residential,1472.24,105.45
18382,South,2023-08-01,Industrial,806.936,57.15
18383,South,2023-08-01,Commercial,1580.506,93.65
18384,South,2023-08-01,Agricultural,206.992,20.1
18385,South,2023-08-02,Residential,2376.024,192.77
18386,South,2023-08-02,Industrial,904.989,49.87
18387,South,2023-08-02,Commercial,644.112,43.5
18388,South,2023-08-02,Agricultural,678.134,41.41
18389,South,2023-08-03,Residential,1801.58,150.26
18390,South,2023-08-03,Industrial,417.884,34.32
18391,South,2023-08-03,Commercial,1341.028,131.78
18392,South,2023-08-03,Agricultural,277.102,16.29
18393,South,2023-08-04,Residential,1138.53,77.04
18394,South,2023-08-04,Industrial,385.713,31.87
18395,South,2023-08-04,Commercial,2150.166,185.68
18396,South,2023-08-04,Agricultural,647.391,54.4
18397,South,2023-08-05,Residential,898.34,45.36
18398,South,2023-08-05,Industrial,745.235,55.2
18399,South,2023-08-05,Commercial,1192.699,78.88
18400,South,2023-08-05,Agricultural,985.112,56.54
18401,South,2023-08-06,Residential,1878.944,181.64
18402,South,2023-08-06,Industrial,439.719,22.52
18403,South,2023-08-06,Commercial,1482.006,95.62
18404,South,2023-08-06,Agricultural,61.817,4.68
18405,South,2023-08-07,Residential,1352.852,123.69
18406,South,2023-08-07,Industrial,2053.415,148.5
18407,South,2023-08-07,Commercial,124.608,10.21
18408,South,2023-08-07,Agricultural,562.203,58.47
18409,South,2023-08-08,Residential,905.425,48.36
18410,South,2023-08-08,Industrial,654.17,48.22
18411,South,2023-08-08,Commercial,2013.748,168.18
18412,South,2023-08-08,Agricultural,392.825,29.95
18413,South,2023-08-09,Residential,1655.146,133.18
18414,South,2023-08-09,Industrial,795.569,63.62
18415,South,2023-08-09,Commercial,1195.444,98.32
18416,South,2023-08-09,Agricultural,469.401,31.28
18417,South,2023-08-10,Residential,1041.693,90.44
18418,South,2023-08-10,Industrial,1016.636,64.87
18419,South,2023-08-10,Commercial,1804.359,124.62
18420,South,2023-08-10,Agricultural,141.142,11.78
18421,South,2023-08-11,Residential,1567.592,126.86
18422,South,2023-08-11,Industrial,1171.69,84.33
18423,South,2023-08-11,Commercial,1018.848,55.1
18424,South,2023-08-11,Agricultural,495.319,38.42
18425,South,2023-08-12,Residential,359.414,33.6
18426,South,2023-08-12,Industrial,1152.107,107.65
18427,South,2023-08-12,Commercial,995.824,95.48
18428,South,2023-08-12,Agricultural,1469.584,82.44
18429,South,2023-08-13,Residential,1818.456,136.43
18430,South,2023-08-13,Industrial,714.006,46.88
18431,South,2023-08-13,Commercial,1499.528,112.2
18432,South,2023-08-13,Agricultural,110.725,11.2
18433,South,2023-08-14,Residential,2124.056,145.71
18434,South,2023-08-14,Industrial,673.468,48.22
18435,South,2023-08-14,Commercial,613.191,49.97
18436,South,2023-08-14,Agricultural,581.778,54.56
18437,South,2023-08-15,Residential,950.831,53.04
18438,South,2023-08-15,Industrial,616.012,43.51
18439,South,2023-08-15,Commercial,1511.96,139.18
18440,South,2023-08-15,Agricultural,1162.566,91.74
18441,South,2023-08-16,Residential,1542.671,99.3
18442,South,2023-08-16,Industrial,1159.706,77.84
18443,South,2023-08-16,Commercial,1224.177,113.75
18444,South,2023-08-16,Agricultural,47.207,2.79
18445,South,2023-08-17,Residential,1096.194,92.81
18446,South,2023-08-17,Industrial,327.949,30.72
18447,South,2023-08-17,Commercial,2621.04,255.4
18448,South,2023-08-17,Agricultural,170.41,11.54
18449,South,2023-08-18,Residential,1267.909,75.13
18450,South,2023-08-18,Industrial,1505.205,143.4
18451,South,2023-08-18,Commercial,1257.615,130.09
18452,South,2023-08-18,Agricultural,386.984,22.79
18453,South,2023-08-19,Residential,1910.339,109.96
18454,South,2023-08-19,Industrial,307.992,23.05
18455,South,2023-08-19,Commercial,1107.574,79.18
18456,South,2023-08-19,Agricultural,865.893,56.89
18457,South,2023-08-20,Residential,1363.49,112.62
18458,South,2023-08-20,Industrial,740.718,39.49
18459,South,2023-08-20,Commercial,1868.196,178.4
18460,South,2023-08-20,Agricultural,255.303,15.24
18461,South,2023-08-21,Residential,1148.696,90.7
18462,South,2023-08-21,Industrial,1376.142,87.64
18463,South,2023-08-21,Commercial,646.569,50.54
18464,South,2023-08-21,Agricultural,617.4,56.63
18465,South,2023-08-22,Residential,1768.138,88.46
18466,South,2023-08-22,Industrial,957.05,93.33
18467,South,2023-08-22,Commercial,1060.483,85.95
18468,South,2023-08-22,Agricultural,492.645,29.7
18469,South,2023-08-23,Residential,2366.64,203.67
18470,South,2023-08-23,Industrial,1307.338,68.28
18471,South,2023-08-23,Commercial,681.791,51.91
18472,South,2023-08-23,Agricultural,16.373,1.41
18473,South,2023-08-24,Residential,1677.686,133.03
18474,South,2023-08-24,Industrial,793.208,49.84
18475,South,2023-08-24,Commercial,1430.501,117.63
18476,South,2023-08-24,Agricultural,377.451,28.56
18477,South,2023-08-25,Residential,1568.94,149.27
18478,South,2023-08-25,Industrial,1145.275,103.39
18479,South,2023-08-25,Commercial,899.492,50.14
18480,South,2023-08-25,Agricultural,427.955,29.46
18481,South,2023-08-26,Residential,1260.639,130.24
18482,South,2023-08-26,Industrial,1576.599,99.03
18483,South,2023-08-26,Commercial,1062.199,61.7
18484,South,2023-08-26,Agricultural,51.45,5.25
18485,South,2023-08-27,Residential,2777.649,257.49
18486,South,2023-08-27,Industrial,790.521,78.71
18487,South,2023-08-27,Commercial,697.675,36.67
18488,South,2023-08-27,Agricultural,416.978,25.66
18489,South,2023-08-28,Residential,1594.956,138.47
18490,South,2023-08-28,Industrial,823.622,73.31
18491,South,2023-08-28,Commercial,1248.666,113.82
18492,South,2023-08-28,Agricultural,204.241,14.67
18493,South,2023-08-29,Residential,1614.681,132.53
18494,South,2023-08-29,Industrial,451.019,43.79
18495,South,2023-08-29,Commercial,1558.496,128.28
18496,South,2023-08-29,Agricultural,209.15,17.77
18497,South,2023-08-30,Residential,1543.746,78.63
18498,South,2023-08-30,Industrial,650.413,66.63
18499,South,2023-08-30,Commercial,1255.068,87.05
18500,South,2023-08-30,Agricultural,659.77,43.45
18501,South,2023-08-31,Residential,786.226,63.07
18502,South,2023-08-31,Industrial,1953.306,178.84
18503,South,2023-08-31,Commercial,1385.959,83.68
18504,South,2023-08-31,Agricultural,329.632,24.31
18505,South,2023-09-01,Residential,1999.569,158.61
18506,South,2023-09-01,Industrial,1756.133,168.16
18507,South,2023-09-01,Commercial,335.4,34.77
18508,South,2023-09-01,Agricultural,256.376,18.82
18509,South,2023-09-02,Residential,1439.996,116.42
18510,South,2023-09-02,Industrial,908.427,70.16
18511,South,2023-09-02,Commercial,415.868,31.6
18512,South,2023-09-02,Agricultural,1535.198,136.72
18513,South,2023-09-03,Residential,2255.794,115.17
18514,South,2023-09-03,Industrial,759.232,42.83
18515,South,2023-09-03,Commercial,1092.917,82.59
18516,South,2023-09-03,Agricultural,13.121,0.95
18517,South,2023-09-04,Residential,1267.962,107.54
18518,South,2023-09-04,Industrial,321.13,16.66
18519,South,2023-09-04,Commercial,2590.831,145.4
18520,South,2023-09-04,Agricultural,46.915,4.25
18521,South,2023-09-05,Residential,1620.092,118.54
18522,South,2023-09-05,Industrial,508.296,49.88
18523,South,2023-09-05,Commercial,804.853,45.6
18524,South,2023-09-05,Agricultural,603.567,37.73
18525,South,2023-09-06,Residential,2664.603,265.86
18526,South,2023-09-06,Industrial,885.589,58.81
18527,South,2023-09-06,Commercial,657.288,67.36
18528,South,2023-09-06,Agricultural,144.29,8.24
18529,South,2023-09-07,Residential,1374.384,113.04
18530,South,2023-09-07,Industrial,347.719,18.2
18531,South,2023-09-07,Commercial,1856.564,141.5
18532,South,2023-09-07,Agricultural,508.113,43.72
18533,South,2023-09-08,Residential,2225.519,226.36
18534,South,2023-09-08,Industrial,763.365,61.27
18535,South,2023-09-08,Commercial,853.784,85.66
18536,South,2023-09-08,Agricultural,149.601,14.11
18537,South,2023-09-09,Residential,2813.2,197.69
18538,South,2023-09-09,Industrial,113.555,7.53
18539,South,2023-09-09,Commercial,845.38,44.04
18540,South,2023-09-09,Agricultural,57.319,3.31
18541,South,2023-09-10,Residential,1808.75,166.67
18542,South,2023-09-10,Industrial,1029.87,58.01
18543,South,2023-09-10,Commercial,855.779,84.98
18544,South,2023-09-10,Agricultural,299.04,24.85
18545,South,2023-09-11,Residential,2117.08,155.87
18546,South,2023-09-11,Industrial,1015.721,77.07
18547,South,2023-09-11,Commercial,1201.756,80.62
18548,South,2023-09-11,Agricultural,413.079,30.17
18549,South,2023-09-12,Residential,1896.524,113.14
18550,South,2023-09-12,Industrial,345.346,34.83
18551,South,2023-09-12,Commercial,1346.133,80.49
18552,South,2023-09-12,Agricultural,967.571,80.3
18553,South,2023-09-13,Residential,335.816,22.83
18554,South,2023-09-13,Industrial,758.765,46.79
18555,South,2023-09-13,Commercial,556.7,46.99
18556,South,2023-09-13,Agricultural,2746.721,235.52
18557,South,2023-09-14,Residential,1757.042,129.69
18558,South,2023-09-14,Industrial,887.812,45.8
18559,South,2023-09-14,Commercial,1534.083,118.16
18560,South,2023-09-14,Agricultural,208.476,15.85
18561,South,2023-09-15,Residential,1002.376,71.23
18562,South,2023-09-15,Industrial,1565.542,124.17
18563,South,2023-09-15,Commercial,864.207,75.26
18564,South,2023-09-15,Agricultural,944.113,63.86
18565,South,2023-09-16,Residential,2477.999,204.07
18566,South,2023-09-16,Industrial,227.296,18.76
18567,South,2023-09-16,Commercial,926.537,62.7
18568,South,2023-09-16,Agricultural,238.342,13.16
18569,South,2023-09-17,Residential,312.612,29.59
18570,South,2023-09-17,Industrial,1590.227,99.47
18571,South,2023-09-17,Commercial,2089.852,129.99
18572,South,2023-09-17,Agricultural,235.949,11.88
18573,South,2023-09-18,Residential,993.484,94.36
18574,South,2023-09-18,Industrial,947.862,97.17
18575,South,2023-09-18,Commercial,1834.778,120.31
18576,South,2023-09-18,Agricultural,634.341,56.75
18577,South,2023-09-19,Residential,1510.515,93.38
18578,South,2023-09-19,Industrial,1294.565,76.38
18579,South,2023-09-19,Commercial,799.775,75.9
18580,South,2023-09-19,Agricultural,706.563,69.75
18581,South,2023-09-20,Residential,2606.226,138.27
18582,South,2023-09-20,Industrial,421.781,38.02
18583,South,2023-09-20,Commercial,436.626,31.16
18584,South,2023-09-20,Agricultural,396.893,34.0
18585,South,2023-09-21,Residential,1221.653,123.72
18586,South,2023-09-21,Industrial,511.438,51.35
18587,South,2023-09-21,Commercial,415.727,22.32
18588,South,2023-09-21,Agricultural,1978.42,175.77
18589,South,2023-09-22,Residential,2829.545,213.87
18590,South,2023-09-22,Industrial,391.146,39.12
18591,South,2023-09-22,Commercial,365.519,30.95
18592,South,2023-09-22,Agricultural,608.742,51.32
18593,South,2023-09-23,Residential,1961.548,147.3
18594,South,2023-09-23,Industrial,1020.372,59.7
18595,South,2023-09-23,Commercial,332.415,30.53
18596,South,2023-09-23,Agricultural,399.119,31.55
18597,South,2023-09-24,Residential,1874.522,149.12
18598,South,2023-09-24,Industrial,1129.059,71.52
18599,South,2023-09-24,Commercial,1509.882,103.83
18600,South,2023-09-24,Agricultural,155.271,10.46
18601,South,2023-09-25,Residential,1323.805,114.6
18602,South,2023-09-25,Industrial,2086.975,166.99
18603,South,2023-09-25,Commercial,522.184,30.95
18604,South,2023-09-25,Agricultural,198.872,16.24
18605,South,2023-09-26,Residential,2043.464,135.96
18606,South,2023-09-26,Industrial,369.113,32.08
18607,South,2023-09-26,Commercial,331.468,22.79
18608,South,2023-09-26,Agricultural,1573.869,139.46
18609,South,2023-09-27,Residential,1516.011,101.47
18610,South,2023-09-27,Industrial,1367.959,98.49
18611,South,2023-09-27,Commercial,872.874,89.86
18612,South,2023-09-27,Agricultural,271.567,18.4
18613,South,2023-09-28,Residential,1603.811,112.18
18614,South,2023-09-28,Industrial,1435.447,78.31
18615,South,2023-09-28,Commercial,556.757,29.85
18616,South,2023-09-28,Agricultural,781.855,53.32
18617,South,2023-09-29,Residential,1743.075,92.08
18618,South,2023-09-29,Industrial,918.945,88.34
18619,South,2023-09-29,Commercial,569.93,29.95
18620,South,2023-09-29,Agricultural,469.23,31.3
18621,South,2023-09-30,Residential,2526.396,139.01
18622,South,2023-09-30,Industrial,738.977,54.89
18623,South,2023-09-30,Commercial,492.305,32.81
18624,South,2023-09-30,Agricultural,202.728,15.32
18625,South,2023-10-01,Residential,1822.268,166.59
18626,South,2023-10-01,Industrial,654.255,55.35
18627,South,2023-10-01,Commercial,1506.14,104.4
18628,South,2023-10-01,Agricultural,270.879,15.61
18629,South,2023-10-02,Residential,2778.723,204.92
18630,South,2023-10-02,Industrial,559.09,43.97
18631,South,2023-10-02,Commercial,791.052,71.4
18632,South,2023-10-02,Agricultural,188.704,16.92
18633,South,2023-10-03,Residential,438.074,24.56
18634,South,2023-10-03,Industrial,2085.923,193.5
18635,South,2023-10-03,Commercial,1016.182,76.2
18636,South,2023-10-03,Agricultural,403.459,27.96
18637,South,2023-10-04,Residential,2968.483,196.71
18638,South,2023-10-04,Industrial,427.653,40.05
18639,South,2023-10-04,Commercial,345.557,27.97
18640,South,2023-10-04,Agricultural,131.063,7.97
18641,South,2023-10-05,Residential,1193.182,78.36
18642,South,2023-10-05,Industrial,1593.842,157.5
18643,South,2023-10-05,Commercial,402.731,24.57
18644,South,2023-10-05,Agricultural,329.939,22.45
18645,South,2023-10-06,Residential,2001.331,153.0
18646,South,2023-10-06,Industrial,934.637,73.78
18647,South,2023-10-06,Commercial,771.102,47.84
18648,South,2023-10-06,Agricultural,317.32,18.01
18649,South,2023-10-07,Residential,691.652,42.74
18650,South,2023-10-07,Industrial,2037.611,111.06
18651,South,2023-10-07,Commercial,495.207,45.88
18652,South,2023-10-07,Agricultural,352.888,30.8
18653,South,2023-10-08,Residential,1424.485,89.72
18654,South,2023-10-08,Industrial,1245.085,105.71
18655,South,2023-10-08,Commercial,1589.163,158.52
18656,South,2023-10-08,Agricultural,89.135,9.19
18657,South,2023-10-09,Residential,810.125,59.25
18658,South,2023-10-09,Industrial,1180.588,61.42
18659,South,2023-10-09,Commercial,1843.332,139.54
18660,South,2023-10-09,Agricultural,300.986,23.77
18661,South,2023-10-10,Residential,663.113,39.44
18662,South,2023-10-10,Industrial,2124.795,211.39
18663,South,2023-10-10,Commercial,1007.435,54.1
18664,South,2023-10-10,Agricultural,564.631,52.53
18665,South,2023-10-11,Residential,1890.011,143.63
18666,South,2023-10-11,Industrial,554.98,42.03
18667,South,2023-10-11,Commercial,1381.976,69.82
18668,South,2023-10-11,Agricultural,95.113,9.02
18669,South,2023-10-12,Residential,850.184,62.53
18670,South,2023-10-12,Industrial,2499.145,167.73
18671,South,2023-10-12,Commercial,831.466,44.39
18672,South,2023-10-12,Agricultural,160.529,9.61
18673,South,2023-10-13,Residential,751.833,55.72
18674,South,2023-10-13,Industrial,2347.316,156.24
18675,South,2023-10-13,Commercial,167.598,11.35
18676,South,2023-10-13,Agricultural,1025.828,88.01
18677,South,2023-10-14,Residential,2406.974,241.15
18678,South,2023-10-14,Industrial,230.812,20.65
18679,South,2023-10-14,Commercial,1246.976,94.95
18680,South,2023-10-14,Agricultural,433.338,40.58
18681,South,2023-10-15,Residential,805.189,62.58
18682,South,2023-10-15,Industrial,512.033,28.42
18683,South,2023-10-15,Commercial,2612.275,210.49
18684,South,2023-10-15,Agricultural,398.729,22.26
18685,South,2023-10-16,Residential,112.432,8.21
18686,South,2023-10-16,Industrial,1731.872,131.47
18687,South,2023-10-16,Commercial,924.371,60.87
18688,South,2023-10-16,Agricultural,1108.073,107.58
18689,South,2023-10-17,Residential,2357.8,181.31
18690,South,2023-10-17,Industrial,636.414,57.17
18691,South,2023-10-17,Commercial,1059.792,78.4
18692,South,2023-10-17,Agricultural,10.277,0.72
18693,South,2023-10-18,Residential,1404.392,82.59
18694,South,2023-10-18,Industrial,1237.698,116.13
18695,South,2023-10-18,Commercial,824.45,67.52
18696,South,2023-10-18,Agricultural,593.314,31.76
18697,South,2023-10-19,Residential,1778.312,118.81
18698,South,2023-10-19,Industrial,111.837,6.86
18699,South,2023-10-19,Commercial,565.571,40.41
18700,South,2023-10-19,Agricultural,1270.638,103.98
18701,South,2023-10-20,Residential,1675.328,136.0
18702,South,2023-10-20,Industrial,366.356,35.95
18703,South,2023-10-20,Commercial,1264.219,106.29
18704,South,2023-10-20,Agricultural,636.188,46.63
18705,South,2023-10-21,Residential,598.73,61.45
18706,South,2023-10-21,Industrial,1984.068,135.9
18707,South,2023-10-21,Commercial,459.477,38.15
18708,South,2023-10-21,Agricultural,878.889,71.32
18709,South,2023-10-22,Residential,1000.653,92.87
18710,South,2023-10-22,Industrial,725.248,63.35
18711,South,2023-10-22,Commercial,1309.144,73.41
18712,South,2023-10-22,Agricultural,1422.608,112.15
18713,South,2023-10-23,Residential,827.758,66.23
18714,South,2023-10-23,Industrial,2372.273,180.25
18715,South,2023-10-23,Commercial,380.307,30.91
18716,South,2023-10-23,Agricultural,586.741,46.22
18717,South,2023-10-24,Residential,848.056,53.15
18718,South,2023-10-24,Industrial,1568.215,157.5
18719,South,2023-10-24,Commercial,1289.84,114.02
18720,South,2023-10-24,Agricultural,579.303,34.1
18721,South,2023-10-25,Residential,1662.762,146.57
18722,South,2023-10-25,Industrial,666.197,52.81
18723,South,2023-10-25,Commercial,1446.99,104.45
18724,South,2023-10-25,Agricultural,552.286,43.23
18725,South,2023-10-26,Residential,2846.33,281.78
18726,South,2023-10-26,Industrial,164.765,9.76
18727,South,2023-10-26,Commercial,1034.26,68.23
18728,South,2023-10-26,Agricultural,60.818,3.95
18729,South,2023-10-27,Residential,1938.376,195.39
18730,South,2023-10-27,Industrial,1236.028,113.79
18731,South,2023-10-27,Commercial,308.135,20.37
18732,South,2023-10-27,Agricultural,897.4,81.38
18733,South,2023-10-28,Residential,2265.206,223.8
18734,South,2023-10-28,Industrial,1109.818,95.77
18735,South,2023-10-28,Commercial,289.536,25.83
18736,South,2023-10-28,Agricultural,286.768,23.39
18737,South,2023-10-29,Residential,1461.537,107.76
18738,South,2023-10-29,Industrial,1208.622,97.16
18739,South,2023-10-29,Commercial,826.342,80.56
18740,South,2023-10-29,Agricultural,831.125,78.65
18741,South,2023-10-30,Residential,185.586,18.22
18742,South,2023-10-30,Industrial,2149.091,145.71
18743,South,2023-10-30,Commercial,1265.59,111.95
18744,South,2023-10-30,Agricultural,350.149,24.12
18745,South,2023-10-31,Residential,1904.95,148.89
18746,South,2023-10-31,Industrial,621.434,62.9
18747,South,2023-10-31,Commercial,836.537,75.44
18748,South,2023-10-31,Agricultural,607.975,58.15
18749,South,2023-11-01,Residential,2096.117,110.64
18750,South,2023-11-01,Industrial,677.95,39.17
18751,South,2023-11-01,Commercial,602.298,44.51
18752,South,2023-11-01,Agricultural,827.594,67.55
18753,South,2023-11-02,Residential,2344.773,210.1
18754,South,2023-11-02,Industrial,601.59,49.93
18755,South,2023-11-02,Commercial,1180.489,116.39
18756,South,2023-11-02,Agricultural,157.589,15.1
18757,South,2023-11-03,Residential,2435.337,232.39
18758,South,2023-11-03,Industrial,886.121,83.66
18759,South,2023-11-03,Commercial,1272.689,84.26
18760,South,2023-11-03,Agricultural,8.001,0.63
18761,South,2023-11-04,Residential,1333.399,112.84
18762,South,2023-11-04,Industrial,1043.246,103.43
18763,South,2023-11-04,Commercial,1030.901,76.78
18764,South,2023-11-04,Agricultural,127.268,6.93
18765,South,2023-11-05,Residential,1512.256,76.79
18766,South,2023-11-05,Industrial,389.909,26.43
18767,South,2023-11-05,Commercial,1472.856,119.96
18768,South,2023-11-05,Agricultural,926.448,61.34
18769,South,2023-11-06,Residential,2304.056,235.7
18770,South,2023-11-06,Industrial,471.132,47.17
18771,South,2023-11-06,Commercial,514.489,48.32
18772,South,2023-11-06,Agricultural,686.778,63.72
18773,South,2023-11-07,Residential,2037.207,189.57
18774,South,2023-11-07,Industrial,443.839,27.15
18775,South,2023-11-07,Commercial,1134.053,87.19
18776,South,2023-11-07,Agricultural,607.956,59.17
18777,South,2023-11-08,Residential,1309.188,102.55
18778,South,2023-11-08,Industrial,1444.321,102.82
18779,South,2023-11-08,Commercial,874.537,68.52
18780,South,2023-11-08,Agricultural,323.199,17.61
18781,South,2023-11-09,Residential,2544.362,227.29
18782,South,2023-11-09,Industrial,1255.864,106.21
18783,South,2023-11-09,Commercial,235.378,14.45
18784,South,2023-11-09,Agricultural,617.31,47.68
18785,South,2023-11-10,Residential,244.36,22.17
18786,South,2023-11-10,Industrial,1540.696,147.88
18787,South,2023-11-10,Commercial,1846.553,103.74
18788,South,2023-11-10,Agricultural,538.678,29.32
18789,South,2023-11-11,Residential,2218.127,140.43
18790,South,2023-11-11,Industrial,1318.107,136.31
18791,South,2023-11-11,Commercial,510.113,39.09
18792,South,2023-11-11,Agricultural,171.393,13.57
18793,South,2023-11-12,Residential,965.499,62.66
18794,South,2023-11-12,Industrial,940.263,93.69
18795,South,2023-11-12,Commercial,1420.003,115.34
18796,South,2023-11-12,Agricultural,919.678,90.2
18797,South,2023-11-13,Residential,596.129,30.54
18798,South,2023-11-13,Industrial,553.997,51.55
18799,South,2023-11-13,Commercial,1899.372,162.53
18800,South,2023-11-13,Agricultural,866.479,83.99
18801,South,2023-11-14,Residential,1516.718,145.15
18802,South,2023-11-14,Industrial,2113.049,171.22
18803,South,2023-11-14,Commercial,811.741,77.78
18804,South,2023-11-14,Agricultural,76.116,7.24
18805,South,2023-11-15,Residential,1685.494,124.93
18806,South,2023-11-15,Industrial,1822.959,148.13
18807,South,2023-11-15,Commercial,202.18,14.17
18808,South,2023-11-15,Agricultural,381.465,22.13
18809,South,2023-11-16,Residential,2244.664,216.97
18810,South,2023-11-16,Industrial,1081.655,108.26
18811,South,2023-11-16,Commercial,724.658,59.2
18812,South,2023-11-16,Agricultural,197.538,12.24
18813,South,2023-11-17,Residential,1969.342,182.67
18814,South,2023-11-17,Industrial,824.998,45.25
18815,South,2023-11-17,Commercial,387.764,36.8
18816,South,2023-11-17,Agricultural,814.21,54.52
18817,South,2023-11-18,Residential,1465.676,113.34
18818,South,2023-11-18,Industrial,1506.783,136.62
18819,South,2023-11-18,Commercial,543.416,49.38
18820,South,2023-11-18,Agricultural,541.711,40.72
18821,South,2023-11-19,Residential,1335.714,120.98
18822,South,2023-11-19,Industrial,335.928,30.79
18823,South,2023-11-19,Commercial,1968.185,169.72
18824,South,2023-11-19,Agricultural,646.336,39.15
18825,South,2023-11-20,Residential,2419.635,209.23
18826,South,2023-11-20,Industrial,1089.927,55.68
18827,South,2023-11-20,Commercial,883.914,79.84
18828,South,2023-11-20,Agricultural,149.353,8.45
18829,South,2023-11-21,Residential,1792.241,113.02
18830,South,2023-11-21,Industrial,2097.061,171.25
18831,South,2023-11-21,Commercial,269.631,13.63
18832,South,2023-11-21,Agricultural,257.736,26.27
18833,South,2023-11-22,Residential,2122.559,167.37
18834,South,2023-11-22,Industrial,1026.095,98.71
18835,South,2023-11-22,Commercial,690.582,71.37
