ProductionID,PlantID,Region,RecordDate,EnergyGeneratedMWh,DowntimeHours,EfficiencyPct,CO2SavedTons
6667,3,Central,2022-04-02,1654.928,0.0,65.46,827.464
6668,3,Central,2022-04-03,1998.587,0.0,71.37,999.294
6669,3,Central,2022-04-04,1709.652,0.0,63.96,854.826
6670,3,Central,2022-04-05,1620.512,0.0,61.01,810.256
6671,3,Central,2022-04-06,1468.549,0.0,64.02,734.274
6672,3,Central,2022-04-07,1785.789,0.0,70.6,892.894
6673,3,Central,2022-04-08,1296.475,0.0,63.09,648.238
6674,3,Central,2022-04-09,1692.114,0.0,58.23,846.057
6675,3,Central,2022-04-10,1823.551,0.0,65.56,911.776
6676,3,Central,2022-04-11,1143.263,0.0,64.35,571.632
6677,3,Central,2022-04-12,2047.025,0.0,72.09,1023.512
6678,3,Central,2022-04-13,1396.463,0.0,62.96,698.232
6679,3,Central,2022-04-14,2248.02,0.0,67.71,1124.01
6680,3,Central,2022-04-15,1417.803,0.0,63.69,708.902
6681,3,Central,2022-04-16,1747.067,0.0,58.26,873.534
6682,3,Central,2022-04-17,1582.821,0.0,62.98,791.41
6683,3,Central,2022-04-18,1562.253,0.0,64.24,781.126
6684,3,Central,2022-04-19,1259.145,0.0,61.88,629.572
6685,3,Central,2022-04-20,1110.796,0.0,64.55,555.398
6686,3,Central,2022-04-21,1649.358,0.0,66.4,824.679
6687,3,Central,2022-04-22,1239.186,0.0,57.15,619.593
6688,3,Central,2022-04-23,1687.841,0.0,65.42,843.92
6689,3,Central,2022-04-24,1936.5,0.0,69.27,968.25
6690,3,Central,2022-04-25,1443.339,0.0,69.1,721.67
6691,3,Central,2022-04-26,2024.337,0.0,74.79,1012.168
6692,3,Central,2022-04-27,1780.091,0.0,66.88,890.046
6693,3,Central,2022-04-28,1622.352,0.0,58.5,811.176
6694,3,Central,2022-04-29,1572.845,0.0,65.74,786.422
6695,3,Central,2022-04-30,2063.106,0.0,75.89,1031.553
6696,3,Central,2022-05-01,1911.724,0.0,63.42,955.862
6697,3,Central,2022-05-02,1998.151,0.0,70.78,999.076
6698,3,Central,2022-05-03,2132.108,0.0,72.04,1066.054
6699,3,Central,2022-05-04,1166.56,0.0,59.0,583.28
6700,3,Central,2022-05-05,1708.209,0.0,64.32,854.104
6701,3,Central,2022-05-06,1603.776,0.0,68.66,801.888
6702,3,Central,2022-05-07,1944.113,0.0,69.57,972.056
6703,3,Central,2022-05-08,1720.193,0.0,65.06,860.096
6704,3,Central,2022-05-09,1735.299,0.0,64.91,867.65
6705,3,Central,2022-05-10,1475.718,0.0,62.37,737.859
6706,3,Central,2022-05-11,1149.854,0.0,56.45,574.927
6707,3,Central,2022-05-12,1493.891,0.0,64.33,746.946
6708,3,Central,2022-05-13,1987.086,0.0,69.92,993.543
6709,3,Central,2022-05-14,1808.017,0.0,66.95,904.008
6710,3,Central,2022-05-15,1698.532,0.0,61.77,849.266
6711,3,Central,2022-05-16,1773.675,0.0,63.32,886.838
6712,3,Central,2022-05-17,1396.616,0.0,65.61,698.308
6713,3,Central,2022-05-18,1441.367,0.0,62.07,720.684
6714,3,Central,2022-05-19,1467.425,0.0,68.36,733.712
6715,3,Central,2022-05-20,1392.938,0.0,63.17,696.469
6716,3,Central,2022-05-21,1841.844,0.0,60.43,920.922
6717,3,Central,2022-05-22,1374.15,0.0,60.25,687.075
6718,3,Central,2022-05-23,1761.243,0.0,68.41,880.622
6719,3,Central,2022-05-24,1614.378,0.0,67.78,807.189
6720,3,Central,2022-05-25,1102.555,0.0,61.94,551.278
6721,3,Central,2022-05-26,1270.615,0.0,63.72,635.308
6722,3,Central,2022-05-27,1223.002,0.0,63.66,611.501
6723,3,Central,2022-05-28,1870.209,0.0,66.0,935.104
6724,3,Central,2022-05-29,1536.518,0.0,62.05,768.259
6725,3,Central,2022-05-30,1135.409,0.0,58.58,567.704
6726,3,Central,2022-05-31,1082.315,0.0,60.86,541.158
6727,3,Central,2022-06-01,1658.767,0.0,67.27,829.384
6728,3,Central,2022-06-02,1556.243,0.0,69.3,778.122
6729,3,Central,2022-06-03,506.893,14.64,64.03,253.446
6730,3,Central,2022-06-04,1400.664,0.0,63.59,700.332
6731,3,Central,2022-06-05,1209.684,0.0,61.15,604.842
6732,3,Central,2022-06-06,1458.152,0.0,59.76,729.076
6733,3,Central,2022-06-07,1787.785,0.0,64.34,893.892
6734,3,Central,2022-06-08,1076.908,0.0,61.91,538.454
6735,3,Central,2022-06-09,1077.515,0.0,58.19,538.758
6736,3,Central,2022-06-10,1399.231,0.0,66.9,699.616
6737,3,Central,2022-06-11,1090.747,0.0,60.77,545.374
6738,3,Central,2022-06-12,806.803,0.0,55.54,403.402
6739,3,Central,2022-06-13,1287.605,0.0,61.97,643.802
6740,3,Central,2022-06-14,971.948,0.0,55.09,485.974
6741,3,Central,2022-06-15,1270.949,0.0,59.86,635.474
6742,3,Central,2022-06-16,835.187,0.0,58.23,417.594
6743,3,Central,2022-06-17,1049.712,0.0,57.3,524.856
6744,3,Central,2022-06-18,913.659,0.0,61.56,456.83
6745,3,Central,2022-06-19,957.643,0.0,57.28,478.822
6746,3,Central,2022-06-20,618.006,0.0,53.93,309.003
6747,3,Central,2022-06-21,855.708,0.0,53.07,427.854
6748,3,Central,2022-06-22,1292.396,0.0,61.04,646.198
6749,3,Central,2022-06-23,951.297,0.0,60.54,475.648
6750,3,Central,2022-06-24,1409.487,0.0,61.47,704.744
6751,3,Central,2022-06-25,335.746,0.0,53.8,167.873
6752,3,Central,2022-06-26,890.426,0.0,59.84,445.213
6753,3,Central,2022-06-27,621.441,0.0,53.77,310.72
6754,3,Central,2022-06-28,1296.991,0.0,61.58,648.496
6755,3,Central,2022-06-29,969.887,0.0,60.74,484.944
6756,3,Central,2022-06-30,840.133,0.0,57.81,420.066
6757,3,Central,2022-07-01,1076.187,0.0,60.98,538.094
6758,3,Central,2022-07-02,1007.119,0.0,62.37,503.56
6759,3,Central,2022-07-03,1015.278,0.0,56.25,507.639
6760,3,Central,2022-07-04,877.365,0.0,58.95,438.682
6761,3,Central,2022-07-05,990.532,0.0,53.65,495.266
6762,3,Central,2022-07-06,467.242,0.0,53.96,233.621
6763,3,Central,2022-07-07,471.758,0.0,51.75,235.879
6764,3,Central,2022-07-08,715.515,0.0,55.52,357.758
6765,3,Central,2022-07-09,1026.816,0.0,57.26,513.408
6766,3,Central,2022-07-10,1013.791,0.0,52.94,506.896
6767,3,Central,2022-07-11,703.187,0.0,56.93,351.594
6768,3,Central,2022-07-12,762.525,0.0,57.39,381.262
6769,3,Central,2022-07-13,277.287,0.0,49.99,138.644
6770,3,Central,2022-07-14,1294.906,0.0,62.26,647.453
6771,3,Central,2022-07-15,452.871,0.0,53.18,226.436
6772,3,Central,2022-07-16,708.075,0.0,59.08,354.038
6773,3,Central,2022-07-17,303.395,0.0,53.11,151.698
6774,3,Central,2022-07-18,551.257,0.0,56.93,275.628
6775,3,Central,2022-07-19,1095.138,0.0,59.43,547.569
6776,3,Central,2022-07-20,879.27,0.0,55.51,439.635
6777,3,Central,2022-07-21,822.175,0.0,55.05,411.088
6778,3,Central,2022-07-22,550.528,0.0,53.72,275.264
6779,3,Central,2022-07-23,982.924,0.0,58.74,491.462
6780,3,Central,2022-07-24,778.393,0.0,57.83,389.196
6781,3,Central,2022-07-25,694.288,0.0,58.45,347.144
6782,3,Central,2022-07-26,1185.252,0.0,61.51,592.626
6783,3,Central,2022-07-27,1015.459,0.0,64.27,507.73
6784,3,Central,2022-07-28,751.537,0.0,60.35,375.768
6785,3,Central,2022-07-29,525.042,0.0,53.56,262.521
6786,3,Central,2022-07-30,1244.628,0.0,63.03,622.314
6787,3,Central,2022-07-31,788.919,0.0,56.07,394.46
6788,3,Central,2022-08-01,632.223,0.0,59.79,316.112
6789,3,Central,2022-08-02,508.393,0.0,58.5,254.196
6790,3,Central,2022-08-03,1196.533,0.0,62.42,598.266
6791,3,Central,2022-08-04,377.781,0.0,49.7,188.89
6792,3,Central,2022-08-05,499.777,0.0,53.28,249.888
6793,3,Central,2022-08-06,601.766,0.0,50.66,300.883
6794,3,Central,2022-08-07,171.456,0.0,55.29,85.728
6795,3,Central,2022-08-08,110.228,0.0,52.44,55.114
6796,3,Central,2022-08-09,757.55,0.0,54.58,378.775
6797,3,Central,2022-08-10,191.488,0.0,53.52,95.744
6798,3,Central,2022-08-11,371.954,0.0,57.39,185.977
6799,3,Central,2022-08-12,304.205,0.0,55.39,152.102
6800,3,Central,2022-08-13,0.0,0.0,52.04,0.0
6801,3,Central,2022-08-14,106.974,0.0,55.23,53.487
6802,3,Central,2022-08-15,212.663,0.0,55.1,106.332
6803,3,Central,2022-08-16,4.575,0.0,46.84,2.288
6804,3,Central,2022-08-17,698.456,0.0,56.8,349.228
6805,3,Central,2022-08-18,514.725,0.0,50.9,257.362
6806,3,Central,2022-08-19,698.622,0.0,60.82,349.311
6807,3,Central,2022-08-20,840.691,0.0,61.04,420.346
6808,3,Central,2022-08-21,0.0,0.0,49.95,0.0
6809,3,Central,2022-08-22,285.698,0.0,60.44,142.849
6810,3,Central,2022-08-23,215.213,0.0,56.6,107.606
6811,3,Central,2022-08-24,587.795,0.0,59.11,293.898
6812,3,Central,2022-08-25,410.38,0.0,57.49,205.19
6813,3,Central,2022-08-26,537.506,0.0,57.0,268.753
6814,3,Central,2022-08-27,0.0,0.0,46.16,0.0
6815,3,Central,2022-08-28,124.262,0.0,51.96,62.131
6816,3,Central,2022-08-29,0.0,0.0,47.1,0.0
6817,3,Central,2022-08-30,476.36,0.0,54.63,238.18
6818,3,Central,2022-08-31,25.349,0.0,49.88,12.674
6819,3,Central,2022-09-01,293.019,0.0,52.93,146.51
6820,3,Central,2022-09-02,365.273,0.0,56.03,182.636
6821,3,Central,2022-09-03,0.0,0.0,53.51,0.0
6822,3,Central,2022-09-04,247.571,0.0,52.31,123.786
6823,3,Central,2022-09-05,198.028,0.0,55.47,99.014
6824,3,Central,2022-09-06,236.515,0.0,56.8,118.258
6825,3,Central,2022-09-07,0.0,0.0,48.61,0.0
6826,3,Central,2022-09-08,0.0,0.0,48.21,0.0
6827,3,Central,2022-09-09,34.714,0.0,52.25,17.357
6828,3,Central,2022-09-10,1.161,0.0,50.58,0.58
6829,3,Central,2022-09-11,0.0,0.0,50.57,0.0
6830,3,Central,2022-09-12,353.8,0.0,53.02,176.9
6831,3,Central,2022-09-13,354.99,0.0,56.14,177.495
6832,3,Central,2022-09-14,401.644,0.0,54.28,200.822
6833,3,Central,2022-09-15,268.846,0.0,52.88,134.423
6834,3,Central,2022-09-16,213.599,0.0,52.03,106.8
6835,3,Central,2022-09-17,102.806,0.0,49.73,51.403
6836,3,Central,2022-09-18,234.789,0.0,53.13,117.394
6837,3,Central,2022-09-19,505.777,0.0,55.86,252.888
6838,3,Central,2022-09-20,388.335,0.0,50.46,194.168
6839,3,Central,2022-09-21,69.194,0.0,45.35,34.597
6840,3,Central,2022-09-22,0.0,0.0,49.12,0.0
6841,3,Central,2022-09-23,387.616,0.0,52.76,193.808
6842,3,Central,2022-09-24,0.0,0.0,51.56,0.0
6843,3,Central,2022-09-25,359.12,0.0,48.88,179.56
6844,3,Central,2022-09-26,309.844,0.0,56.07,154.922
6845,3,Central,2022-09-27,197.928,0.0,50.15,98.964
6846,3,Central,2022-09-28,75.266,0.0,47.35,37.633
6847,3,Central,2022-09-29,660.404,0.0,54.79,330.202
6848,3,Central,2022-09-30,300.932,0.0,54.0,150.466
6849,3,Central,2022-10-01,30.344,0.0,49.67,15.172
6850,3,Central,2022-10-02,0.0,0.0,50.58,0.0
6851,3,Central,2022-10-03,259.665,0.0,50.12,129.833
6852,3,Central,2022-10-04,159.74,0.0,49.87,79.87
6853,3,Central,2022-10-05,67.618,0.0,52.74,33.809
6854,3,Central,2022-10-06,54.068,0.0,52.18,27.034
6855,3,Central,2022-10-07,59.506,0.0,53.75,29.753
6856,3,Central,2022-10-08,0.0,0.0,54.32,0.0
6857,3,Central,2022-10-09,623.015,0.0,54.67,311.508
6858,3,Central,2022-10-10,355.939,0.0,54.85,177.97
6859,3,Central,2022-10-11,0.0,0.0,43.77,0.0
6860,3,Central,2022-10-12,308.098,0.0,54.55,154.049
6861,3,Central,2022-10-13,393.768,0.0,52.91,196.884
6862,3,Central,2022-10-14,0.0,0.0,52.36,0.0
6863,3,Central,2022-10-15,41.957,0.0,44.76,20.978
6864,3,Central,2022-10-16,70.31,0.0,47.22,35.155
6865,3,Central,2022-10-17,602.227,0.0,58.47,301.114
6866,3,Central,2022-10-18,66.149,0.0,54.97,33.074
6867,3,Central,2022-10-19,0.0,0.0,50.01,0.0
6868,3,Central,2022-10-20,457.62,0.0,57.31,228.81
6869,3,Central,2022-10-21,19.13,0.0,44.25,9.565
6870,3,Central,2022-10-22,614.042,0.0,60.95,307.021
6871,3,Central,2022-10-23,609.806,0.0,58.11,304.903
6872,3,Central,2022-10-24,128.111,0.0,49.62,64.055
6873,3,Central,2022-10-25,0.0,0.0,48.56,0.0
6874,3,Central,2022-10-26,0.0,0.0,55.25,0.0
6875,3,Central,2022-10-27,545.665,0.0,53.27,272.832
6876,3,Central,2022-10-28,218.499,0.0,51.68,109.25
6877,3,Central,2022-10-29,151.425,0.0,52.49,75.712
6878,3,Central,2022-10-30,247.244,0.0,47.9,123.622
6879,3,Central,2022-10-31,0.0,0.0,51.8,0.0
6880,3,Central,2022-11-01,0.0,0.0,48.25,0.0
6881,3,Central,2022-11-02,0.0,0.0,50.79,0.0
6882,3,Central,2022-11-03,273.372,0.0,52.42,136.686
6883,3,Central,2022-11-04,718.892,0.0,58.0,359.446
6884,3,Central,2022-11-05,214.912,0.0,51.9,107.456
6885,3,Central,2022-11-06,190.268,0.0,46.24,95.134
6886,3,Central,2022-11-07,534.497,0.0,55.82,267.248
6887,3,Central,2022-11-08,180.106,0.0,54.35,90.053
6888,3,Central,2022-11-09,411.763,0.0,62.22,205.882
6889,3,Central,2022-11-10,91.529,0.0,53.54,45.764
6890,3,Central,2022-11-11,278.537,0.0,48.12,139.268
6891,3,Central,2022-11-12,390.476,0.0,56.07,195.238
6892,3,Central,2022-11-13,659.778,0.0,52.63,329.889
6893,3,Central,2022-11-14,648.564,0.0,58.5,324.282
6894,3,Central,2022-11-15,301.786,0.0,52.33,150.893
6895,3,Central,2022-11-16,826.051,0.0,57.68,413.026
6896,3,Central,2022-11-17,137.21,0.0,50.63,68.605
6897,3,Central,2022-11-18,459.629,0.0,52.74,229.814
6898,3,Central,2022-11-19,616.615,0.0,55.02,308.308
6899,3,Central,2022-11-20,77.896,0.0,47.56,38.948
6900,3,Central,2022-11-21,252.482,0.0,54.67,126.241
6901,3,Central,2022-11-22,722.851,0.0,56.42,361.426
6902,3,Central,2022-11-23,13.103,0.0,44.32,6.552
6903,3,Central,2022-11-24,605.569,0.0,54.76,302.784
6904,3,Central,2022-11-25,170.122,0.0,50.03,85.061
6905,3,Central,2022-11-26,956.229,0.0,63.22,478.114
6906,3,Central,2022-11-27,507.128,0.0,59.52,253.564
6907,3,Central,2022-11-28,892.568,0.0,54.5,446.284
6908,3,Central,2022-11-29,257.999,0.0,53.59,129.0
6909,3,Central,2022-11-30,171.553,0.0,51.44,85.776
6910,3,Central,2022-12-01,810.515,0.0,65.89,405.258
6911,3,Central,2022-12-02,632.742,0.0,56.34,316.371
6912,3,Central,2022-12-03,573.85,0.0,48.71,286.925
6913,3,Central,2022-12-04,939.113,0.0,59.12,469.556
6914,3,Central,2022-12-05,843.532,0.0,58.73,421.766
6915,3,Central,2022-12-06,780.531,0.0,57.35,390.266
6916,3,Central,2022-12-07,1023.381,0.0,64.47,511.69
6917,3,Central,2022-12-08,722.96,0.0,57.8,361.48
6918,3,Central,2022-12-09,590.26,0.0,51.45,295.13
6919,3,Central,2022-12-10,633.114,0.0,57.84,316.557
6920,3,Central,2022-12-11,534.702,0.0,51.74,267.351
6921,3,Central,2022-12-12,530.359,0.0,51.9,265.18
6922,3,Central,2022-12-13,651.042,0.0,55.41,325.521
6923,3,Central,2022-12-14,625.414,0.0,52.71,312.707
6924,3,Central,2022-12-15,1144.397,0.0,65.66,572.198
6925,3,Central,2022-12-16,415.254,0.0,47.88,207.627
6926,3,Central,2022-12-17,1037.751,0.0,61.97,518.876
6927,3,Central,2022-12-18,905.723,0.0,59.95,452.862
6928,3,Central,2022-12-19,803.819,0.0,62.5,401.91
6929,3,Central,2022-12-20,263.998,0.0,52.53,131.999
6930,3,Central,2022-12-21,782.354,0.0,53.61,391.177
6931,3,Central,2022-12-22,1062.72,0.0,55.33,531.36
6932,3,Central,2022-12-23,724.874,0.0,58.34,362.437
6933,3,Central,2022-12-24,1086.601,0.0,58.85,543.3
6934,3,Central,2022-12-25,529.019,0.0,54.03,264.51
6935,3,Central,2022-12-26,1147.352,0.0,62.97,573.676
6936,3,Central,2022-12-27,744.713,0.0,61.54,372.356
6937,3,Central,2022-12-28,707.861,0.0,57.88,353.93
6938,3,Central,2022-12-29,1166.072,0.0,61.93,583.036
6939,3,Central,2022-12-30,1343.719,0.0,64.97,671.86
6940,3,Central,2022-12-31,1382.864,0.0,59.72,691.432
6941,3,Central,2023-01-01,917.265,0.0,55.49,458.632
6942,3,Central,2023-01-02,534.827,0.0,57.85,267.414
6943,3,Central,2023-01-03,587.376,0.0,53.09,293.688
6944,3,Central,2023-01-04,962.878,0.0,58.46,481.439
6945,3,Central,2023-01-05,983.357,0.0,61.9,491.678
6946,3,Central,2023-01-06,1263.025,0.0,58.33,631.512
6947,3,Central,2023-01-07,842.319,0.0,54.33,421.16
6948,3,Central,2023-01-08,523.491,0.0,53.09,261.746
6949,3,Central,2023-01-09,637.923,0.0,58.8,318.962
6950,3,Central,2023-01-10,1103.835,0.0,55.35,551.918
6951,3,Central,2023-01-11,1047.62,0.0,56.44,523.81
6952,3,Central,2023-01-12,1218.656,0.0,67.37,609.328
6953,3,Central,2023-01-13,1039.08,0.0,56.71,519.54
6954,3,Central,2023-01-14,1000.711,0.0,61.65,500.356
6955,3,Central,2023-01-15,1402.559,0.0,64.12,701.28
6956,3,Central,2023-01-16,1342.058,0.0,60.22,671.029
6957,3,Central,2023-01-17,1132.028,0.0,60.71,566.014
6958,3,Central,2023-01-18,1293.689,0.0,61.15,646.844
6959,3,Central,2023-01-19,1526.163,0.0,66.2,763.082
6960,3,Central,2023-01-20,1330.257,0.0,62.42,665.128
6961,3,Central,2023-01-21,906.873,0.0,63.14,453.436
6962,3,Central,2023-01-22,1576.364,0.0,60.34,788.182
6963,3,Central,2023-01-23,1325.753,0.0,66.23,662.876
6964,3,Central,2023-01-24,1388.858,0.0,61.87,694.429
6965,3,Central,2023-01-25,982.172,0.0,58.5,491.086
6966,3,Central,2023-01-26,1430.078,0.0,62.06,715.039
6967,3,Central,2023-01-27,1049.78,0.0,57.18,524.89
6968,3,Central,2023-01-28,982.825,0.0,62.44,491.412
6969,3,Central,2023-01-29,1285.999,0.0,60.34,643.0
6970,3,Central,2023-01-30,1537.998,0.0,66.63,768.999
6971,3,Central,2023-01-31,1937.524,0.0,71.24,968.762
6972,3,Central,2023-02-01,1873.693,0.0,66.11,936.846
6973,3,Central,2023-02-02,1583.119,0.0,59.22,791.56
6974,3,Central,2023-02-03,1603.982,0.0,65.49,801.991
6975,3,Central,2023-02-04,1240.758,0.0,62.79,620.379
6976,3,Central,2023-02-05,1430.102,0.0,62.12,715.051
6977,3,Central,2023-02-06,1305.548,0.0,63.44,652.774
6978,3,Central,2023-02-07,1286.207,0.0,63.8,643.104
6979,3,Central,2023-02-08,2226.599,0.0,71.71,1113.3
6980,3,Central,2023-02-09,1438.111,0.0,62.82,719.056
6981,3,Central,2023-02-10,1382.064,0.0,62.86,691.032
6982,3,Central,2023-02-11,1218.993,0.0,60.96,609.496
6983,3,Central,2023-02-12,1313.295,0.0,58.29,656.648
6984,3,Central,2023-02-13,1322.49,0.0,62.93,661.245
6985,3,Central,2023-02-14,1683.747,0.0,62.72,841.874
6986,3,Central,2023-02-15,1613.387,0.0,67.62,806.694
6987,3,Central,2023-02-16,1727.096,0.0,68.51,863.548
6988,3,Central,2023-02-17,1766.359,0.0,68.43,883.18
6989,3,Central,2023-02-18,1528.702,0.0,69.37,764.351
6990,3,Central,2023-02-19,1133.435,0.0,62.13,566.718
6991,3,Central,2023-02-20,1645.918,0.0,68.15,822.959
6992,3,Central,2023-02-21,1890.597,0.0,66.37,945.298
6993,3,Central,2023-02-22,1611.717,0.0,67.51,805.858
6994,3,Central,2023-02-23,1539.67,0.0,63.38,769.835
6995,3,Central,2023-02-24,2052.562,0.0,64.94,1026.281
6996,3,Central,2023-02-25,1986.564,0.0,75.89,993.282
6997,3,Central,2023-02-26,1664.918,0.0,62.53,832.459
6998,3,Central,2023-02-27,1593.317,0.0,66.55,796.658
6999,3,Central,2023-02-28,1865.66,0.0,73.95,932.83
7000,3,Central,2023-03-01,1630.337,0.0,68.7,815.168
7001,3,Central,2023-03-02,1459.341,0.0,67.74,729.67
7002,3,Central,2023-03-03,1669.782,0.0,65.41,834.891
7003,3,Central,2023-03-04,1639.404,0.0,66.05,819.702
7004,3,Central,2023-03-05,1581.936,0.0,66.41,790.968
7005,3,Central,2023-03-06,1853.701,0.0,67.73,926.85
7006,3,Central,2023-03-07,1417.356,0.0,62.92,708.678
7007,3,Central,2023-03-08,2028.376,0.0,65.89,1014.188
7008,3,Central,2023-03-09,1393.155,0.0,66.96,696.578
7009,3,Central,2023-03-10,2156.188,0.0,67.41,1078.094
7010,3,Central,2023-03-11,1382.942,0.0,65.23,691.471
7011,3,Central,2023-03-12,1555.621,0.0,67.7,777.81
7012,3,Central,2023-03-13,1892.25,0.0,66.32,946.125
7013,3,Central,2023-03-14,1829.163,0.0,69.27,914.582
7014,3,Central,2023-03-15,1852.796,0.0,72.82,926.398
7015,3,Central,2023-03-16,1520.136,0.0,61.59,760.068
7016,3,Central,2023-03-17,1770.608,0.0,63.05,885.304
7017,3,Central,2023-03-18,1894.571,0.0,67.23,947.286
7018,3,Central,2023-03-19,1103.436,0.0,61.07,551.718
7019,3,Central,2023-03-20,2075.464,0.0,67.91,1037.732
7020,3,Central,2023-03-21,1553.402,0.0,66.0,776.701
7021,3,Central,2023-03-22,1695.586,0.0,64.4,847.793
7022,3,Central,2023-03-23,1734.095,0.0,68.48,867.048
7023,3,Central,2023-03-24,2132.177,0.0,73.55,1066.088
7024,3,Central,2023-03-25,1846.852,0.0,67.43,923.426
7025,3,Central,2023-03-26,1124.448,0.0,64.01,562.224
7026,3,Central,2023-03-27,643.195,13.41,60.05,321.598
7027,3,Central,2023-03-28,1656.088,0.0,64.76,828.044
7028,3,Central,2023-03-29,1805.06,0.0,65.7,902.53
7029,3,Central,2023-03-30,1717.06,0.0,64.5,858.53
7030,3,Central,2023-03-31,1814.022,0.0,62.76,907.011
7031,3,Central,2023-04-01,1950.8,0.0,65.65,975.4
7032,3,Central,2023-04-02,1812.023,0.0,63.61,906.012
7033,3,Central,2023-04-03,1733.185,0.0,70.23,866.592
7034,3,Central,2023-04-04,1954.819,0.0,66.51,977.41
7035,3,Central,2023-04-05,2004.705,0.0,71.08,1002.352
7036,3,Central,2023-04-06,1567.955,0.0,68.82,783.978
7037,3,Central,2023-04-07,1543.312,0.0,60.99,771.656
7038,3,Central,2023-04-08,1697.231,0.0,62.03,848.616
7039,3,Central,2023-04-09,2075.55,0.0,70.16,1037.775
7040,3,Central,2023-04-10,1230.848,0.0,59.13,615.424
7041,3,Central,2023-04-11,1554.369,0.0,60.16,777.184
7042,3,Central,2023-04-12,1584.767,0.0,68.33,792.384
7043,3,Central,2023-04-13,1704.595,0.0,66.87,852.298
7044,3,Central,2023-04-14,1541.733,0.0,62.64,770.866
7045,3,Central,2023-04-15,1769.058,0.0,66.49,884.529
7046,3,Central,2023-04-16,1636.643,0.0,66.76,818.322
7047,3,Central,2023-04-17,1502.103,0.0,69.01,751.052
7048,3,Central,2023-04-18,1713.558,0.0,68.26,856.779
7049,3,Central,2023-04-19,1615.33,0.0,64.36,807.665
7050,3,Central,2023-04-20,1656.884,0.0,60.59,828.442
7051,3,Central,2023-04-21,1800.094,0.0,71.17,900.047
7052,3,Central,2023-04-22,1554.917,0.0,65.51,777.458
7053,3,Central,2023-04-23,1845.575,0.0,70.09,922.788
7054,3,Central,2023-04-24,1641.123,0.0,69.94,820.562
7055,3,Central,2023-04-25,1492.654,0.0,63.04,746.327
7056,3,Central,2023-04-26,1498.974,0.0,62.93,749.487
7057,3,Central,2023-04-27,1928.142,0.0,68.29,964.071
7058,3,Central,2023-04-28,1827.691,0.0,69.27,913.846
7059,3,Central,2023-04-29,1652.249,0.0,70.62,826.124
7060,3,Central,2023-04-30,1700.999,0.0,63.33,850.5
7061,3,Central,2023-05-01,1997.025,0.0,71.7,998.512
7062,3,Central,2023-05-02,1599.534,0.0,67.47,799.767
7063,3,Central,2023-05-03,1413.191,0.0,65.34,706.596
7064,3,Central,2023-05-04,2152.209,0.0,68.4,1076.104
7065,3,Central,2023-05-05,1534.412,0.0,67.13,767.206
7066,3,Central,2023-05-06,1695.926,0.0,70.45,847.963
7067,3,Central,2023-05-07,1436.899,0.0,67.04,718.45
7068,3,Central,2023-05-08,1490.152,0.0,61.68,745.076
7069,3,Central,2023-05-09,1988.134,0.0,65.69,994.067
7070,3,Central,2023-05-10,1677.626,0.0,65.73,838.813
7071,3,Central,2023-05-11,1939.137,0.0,66.95,969.568
7072,3,Central,2023-05-12,1516.18,0.0,70.37,758.09
7073,3,Central,2023-05-13,1661.727,0.0,66.06,830.864
7074,3,Central,2023-05-14,1449.761,0.0,68.38,724.88
7075,3,Central,2023-05-15,1559.984,0.0,64.96,779.992
7076,3,Central,2023-05-16,1659.212,0.0,66.17,829.606
7077,3,Central,2023-05-17,1431.562,0.0,68.01,715.781
7078,3,Central,2023-05-18,1333.386,0.0,67.21,666.693
7079,3,Central,2023-05-19,1582.544,0.0,65.9,791.272
7080,3,Central,2023-05-20,1592.85,0.0,63.57,796.425
7081,3,Central,2023-05-21,1358.877,0.0,63.89,679.438
7082,3,Central,2023-05-22,1513.284,0.0,73.1,756.642
7083,3,Central,2023-05-23,1181.722,0.0,68.41,590.861
7084,3,Central,2023-05-24,1484.483,0.0,64.53,742.242
7085,3,Central,2023-05-25,1488.293,0.0,63.14,744.146
7086,3,Central,2023-05-26,405.76,0.0,51.72,202.88
7087,3,Central,2023-05-27,964.85,0.0,60.56,482.425
7088,3,Central,2023-05-28,1424.873,0.0,65.74,712.436
7089,3,Central,2023-05-29,1571.778,0.0,65.39,785.889
7090,3,Central,2023-05-30,1324.164,0.0,64.16,662.082
7091,3,Central,2023-05-31,781.745,0.0,56.57,390.872
7092,3,Central,2023-06-01,1463.799,0.0,65.54,731.9
7093,3,Central,2023-06-02,1453.247,0.0,63.86,726.624
7094,3,Central,2023-06-03,941.227,0.0,54.68,470.614
7095,3,Central,2023-06-04,1132.74,0.0,63.77,566.37
7096,3,Central,2023-06-05,1732.997,0.0,60.86,866.498
7097,3,Central,2023-06-06,1529.024,0.0,61.2,764.512
7098,3,Central,2023-06-07,825.195,0.0,57.57,412.598
7099,3,Central,2023-06-08,1235.1,0.0,57.1,617.55
7100,3,Central,2023-06-09,1391.349,0.0,65.54,695.674
7101,3,Central,2023-06-10,1138.12,0.0,61.13,569.06
7102,3,Central,2023-06-11,1253.27,0.0,64.0,626.635
7103,3,Central,2023-06-12,1467.012,0.0,65.49,733.506
7104,3,Central,2023-06-13,1259.72,0.0,63.94,629.86
7105,3,Central,2023-06-14,1154.305,0.0,64.61,577.152
7106,3,Central,2023-06-15,1075.7,0.0,62.74,537.85
7107,3,Central,2023-06-16,1173.141,0.0,56.78,586.57
