SnapshotID,Region,SnapshotDate,AvgTemperature,SolarRadiation,WindSpeed,RainfallMM
1886,North,2023-03-01,32.66,768.83,7.59,0.01
1887,North,2023-03-02,29.56,793.76,7.43,0.29
1888,North,2023-03-03,29.37,791.08,5.24,0.13
1889,North,2023-03-04,24.84,870.3,5.17,0.08
1890,North,2023-03-05,27.44,873.49,7.36,0.11
1891,North,2023-03-06,27.02,815.64,4.8,0.53
1892,North,2023-03-07,27.42,841.9,6.01,0.48
1893,North,2023-03-08,28.4,817.42,7.53,0.25
1894,North,2023-03-09,27.86,741.37,5.27,0.43
1895,North,2023-03-10,24.9,840.68,9.12,0.39
1896,North,2023-03-11,30.42,670.4,8.52,0.1
1897,North,2023-03-12,26.83,867.99,4.29,0.19
1898,North,2023-03-13,29.51,689.76,5.22,0.98
1899,North,2023-03-14,33.23,809.73,3.16,0.66
1900,North,2023-03-15,27.3,720.73,5.38,0.1
1901,North,2023-03-16,24.12,833.99,7.67,0.86
1902,North,2023-03-17,28.65,788.31,5.86,0.34
1903,North,2023-03-18,31.47,664.65,7.14,0.11
1904,North,2023-03-19,33.22,827.01,4.14,0.26
1905,North,2023-03-20,26.88,748.16,7.58,0.06
1906,North,2023-03-21,30.36,865.83,5.52,0.02
1907,North,2023-03-22,28.47,796.31,6.34,0.09
1908,North,2023-03-23,29.21,828.61,6.14,0.1
1909,North,2023-03-24,34.73,721.06,4.34,0.0
1910,North,2023-03-25,26.46,751.12,4.49,0.34
1911,North,2023-03-26,29.99,762.08,7.63,0.09
1912,North,2023-03-27,30.43,867.73,6.74,0.17
1913,North,2023-03-28,31.68,933.72,7.69,0.08
1914,North,2023-03-29,29.71,735.36,6.56,0.19
1915,North,2023-03-30,30.14,886.08,6.26,0.44
1916,North,2023-03-31,28.74,626.42,3.42,0.19
1917,North,2023-04-01,30.06,704.44,5.57,0.6
1918,North,2023-04-02,28.83,723.16,5.9,1.34
1919,North,2023-04-03,30.76,691.46,8.84,0.09
1920,North,2023-04-04,28.76,672.69,6.9,0.35
1921,North,2023-04-05,30.24,832.04,8.14,0.39
1922,North,2023-04-06,29.42,781.41,6.7,1.32
1923,North,2023-04-07,31.71,828.33,4.7,0.2
1924,North,2023-04-08,29.33,852.57,5.91,0.32
1925,North,2023-04-09,25.86,817.85,6.05,0.3
1926,North,2023-04-10,31.91,848.41,4.26,0.09
1927,North,2023-04-11,27.54,789.32,5.06,0.17
1928,North,2023-04-12,28.01,698.92,5.29,0.36
1929,North,2023-04-13,28.09,877.43,7.97,0.23
1930,North,2023-04-14,31.99,744.51,2.41,0.0
1931,North,2023-04-15,24.93,715.53,7.31,0.41
1932,North,2023-04-16,35.43,774.81,4.06,0.16
1933,North,2023-04-17,31.22,714.59,3.37,0.27
1934,North,2023-04-18,29.51,752.71,7.17,0.47
1935,North,2023-04-19,28.9,812.03,6.46,0.01
1936,North,2023-04-20,29.52,810.7,7.21,0.05
1937,North,2023-04-21,29.94,709.24,6.5,0.07
1938,North,2023-04-22,30.12,740.2,8.36,0.19
1939,North,2023-04-23,29.88,863.23,6.07,0.15
1940,North,2023-04-24,28.88,814.99,4.97,0.05
1941,North,2023-04-25,28.24,939.19,5.69,0.04
1942,North,2023-04-26,28.26,865.42,7.01,0.05
1943,North,2023-04-27,28.09,860.3,3.94,0.14
1944,North,2023-04-28,30.67,655.39,4.1,0.06
1945,North,2023-04-29,29.51,825.11,4.59,0.59
1946,North,2023-04-30,22.36,757.26,1.86,0.12
1947,North,2023-05-01,29.47,714.86,5.2,0.01
1948,North,2023-05-02,28.46,769.74,2.13,0.26
1949,North,2023-05-03,27.94,829.19,5.01,0.4
1950,North,2023-05-04,27.11,790.84,6.2,1.06
1951,North,2023-05-05,30.04,677.63,4.16,0.07
1952,North,2023-05-06,29.58,804.36,7.36,0.17
1953,North,2023-05-07,26.04,690.94,2.63,0.3
1954,North,2023-05-08,28.3,756.19,6.58,2.63
1955,North,2023-05-09,25.44,711.43,5.78,0.06
1956,North,2023-05-10,24.51,714.96,2.16,0.08
1957,North,2023-05-11,25.91,790.47,8.78,0.12
1958,North,2023-05-12,28.78,642.58,4.59,0.52
1959,North,2023-05-13,28.84,877.98,3.34,0.46
1960,North,2023-05-14,27.85,573.18,2.52,0.02
1961,North,2023-05-15,28.15,667.49,4.28,0.03
1962,North,2023-05-16,27.61,741.29,4.39,0.14
1963,North,2023-05-17,25.17,754.73,4.71,0.11
1964,North,2023-05-18,27.2,696.19,4.09,0.08
1965,North,2023-05-19,27.81,695.83,5.46,0.03
1966,North,2023-05-20,27.58,729.39,3.91,0.2
1967,North,2023-05-21,28.32,674.13,1.56,0.6
1968,North,2023-05-22,27.23,800.08,4.22,1.14
1969,North,2023-05-23,26.38,751.73,0.87,0.09
1970,North,2023-05-24,27.68,750.31,4.93,0.18
1971,North,2023-05-25,25.35,599.04,2.91,1.94
1972,North,2023-05-26,23.5,665.78,4.61,0.02
1973,North,2023-05-27,24.79,643.84,6.31,0.23
1974,North,2023-05-28,23.49,583.12,2.9,0.11
1975,North,2023-05-29,23.48,688.03,5.9,0.05
1976,North,2023-05-30,24.4,611.81,3.64,0.1
1977,North,2023-05-31,22.95,702.8,6.9,0.02
1978,North,2023-06-01,23.77,560.27,3.7,0.24
1979,North,2023-06-02,20.45,778.87,2.98,0.06
1980,North,2023-06-03,24.51,565.07,5.25,0.07
1981,North,2023-06-04,23.93,649.7,3.55,0.03
1982,North,2023-06-05,22.14,690.85,2.93,0.4
1983,North,2023-06-06,24.94,577.16,3.46,0.14
1984,North,2023-06-07,25.34,686.27,4.09,0.17
1985,North,2023-06-08,20.09,514.98,6.16,0.17
1986,North,2023-06-09,21.62,724.68,1.23,0.11
1987,North,2023-06-10,21.44,604.82,4.16,0.04
1988,North,2023-06-11,20.94,551.11,5.05,0.27
1989,North,2023-06-12,24.31,570.0,4.39,0.03
1990,North,2023-06-13,22.1,653.73,6.05,0.11
1991,North,2023-06-14,21.8,537.31,3.97,0.25
1992,North,2023-06-15,18.15,519.15,3.79,0.05
1993,North,2023-06-16,23.27,556.38,4.95,0.07
1994,North,2023-06-17,19.35,474.93,4.2,0.13
1995,North,2023-06-18,21.78,709.7,3.46,0.6
1996,North,2023-06-19,22.05,513.69,4.81,0.25
1997,North,2023-06-20,24.04,620.46,3.05,0.98
1998,North,2023-06-21,18.53,565.6,3.11,0.21
1999,North,2023-06-22,14.94,464.98,3.23,0.25
2000,North,2023-06-23,21.18,538.15,6.05,0.07
2001,North,2023-06-24,24.24,596.22,0.0,0.39
2002,North,2023-06-25,22.95,513.3,4.6,0.12
2003,North,2023-06-26,20.72,618.66,4.06,0.07
2004,North,2023-06-27,19.14,599.79,1.48,0.84
2005,North,2023-06-28,21.57,586.42,4.47,0.34
2006,North,2023-06-29,17.84,470.97,4.71,0.18
2007,North,2023-06-30,20.56,416.19,4.88,0.0
2008,North,2023-07-01,20.45,448.33,0.02,0.01
2009,North,2023-07-02,21.39,507.95,6.05,0.06
2010,North,2023-07-03,24.61,530.76,2.9,0.02
2011,North,2023-07-04,19.71,308.21,5.03,0.15
2012,North,2023-07-05,17.73,476.14,5.12,0.39
2013,North,2023-07-06,18.53,484.29,2.69,0.27
2014,North,2023-07-07,14.87,444.3,5.0,0.05
2015,North,2023-07-08,16.85,564.68,3.44,0.1
2016,North,2023-07-09,17.25,490.0,0.91,0.14
2017,North,2023-07-10,16.85,555.97,5.78,0.33
2018,North,2023-07-11,18.03,428.79,2.87,0.37
2019,North,2023-07-12,15.91,516.0,2.76,0.48
2020,North,2023-07-13,19.63,566.75,3.44,0.14
2021,North,2023-07-14,17.22,535.84,4.46,1.19
2022,North,2023-07-15,17.04,338.52,3.98,0.02
2023,North,2023-07-16,16.23,400.61,4.89,0.83
2024,North,2023-07-17,17.03,388.32,2.07,0.06
2025,North,2023-07-18,18.21,450.13,2.98,0.57
2026,North,2023-07-19,14.66,460.98,3.93,0.2
2027,North,2023-07-20,14.91,334.07,6.96,0.06
2028,North,2023-07-21,15.46,401.74,3.95,0.01
2029,North,2023-07-22,13.22,229.89,5.76,0.0
2030,North,2023-07-23,14.11,502.04,4.21,0.0
2031,North,2023-07-24,14.64,340.93,3.44,0.0
2032,North,2023-07-25,17.18,381.66,3.81,0.02
2033,North,2023-07-26,15.8,347.73,3.94,0.05
2034,North,2023-07-27,15.51,459.53,5.11,0.05
2035,North,2023-07-28,16.67,136.23,6.28,0.87
2036,North,2023-07-29,14.54,357.32,4.78,0.07
2037,North,2023-07-30,15.44,345.65,6.03,0.03
2038,North,2023-07-31,14.31,313.34,2.82,0.16
2039,North,2023-08-01,14.89,483.28,3.66,0.39
2040,North,2023-08-02,13.05,269.79,3.22,0.23
2041,North,2023-08-03,9.19,398.17,4.8,0.07
2042,North,2023-08-04,13.66,360.62,3.8,0.16
2043,North,2023-08-05,16.63,428.79,5.46,0.25
2044,North,2023-08-06,15.5,270.29,2.99,0.26
2045,North,2023-08-07,15.44,260.88,4.47,0.22
2046,North,2023-08-08,15.84,403.1,5.45,0.41
2047,North,2023-08-09,13.41,345.4,1.35,0.41
2048,North,2023-08-10,13.5,183.79,7.65,0.17
2049,North,2023-08-11,11.74,260.31,4.06,0.56
2050,North,2023-08-12,12.21,330.49,1.47,0.21
2051,North,2023-08-13,13.95,362.79,4.77,0.34
2052,North,2023-08-14,15.0,237.68,4.61,0.0
2053,North,2023-08-15,12.19,55.18,4.46,0.97
2054,North,2023-08-16,11.45,326.55,6.09,0.04
2055,North,2023-08-17,12.23,183.51,5.75,0.13
2056,North,2023-08-18,13.31,116.25,5.1,0.41
2057,North,2023-08-19,9.11,47.61,5.36,0.05
2058,North,2023-08-20,7.29,335.95,4.55,0.65
2059,North,2023-08-21,10.67,277.82,7.4,0.03
2060,North,2023-08-22,9.23,246.25,2.54,0.1
2061,North,2023-08-23,10.55,372.27,5.0,0.04
2062,North,2023-08-24,11.16,309.04,4.92,0.09
2063,North,2023-08-25,10.45,384.34,6.07,0.09
2064,North,2023-08-26,14.17,140.67,3.61,1.0
2065,North,2023-08-27,11.82,246.46,2.29,1.05
2066,North,2023-08-28,11.67,117.09,5.17,0.02
2067,North,2023-08-29,12.23,225.35,5.38,0.26
2068,North,2023-08-30,8.61,221.17,7.22,0.05
2069,North,2023-08-31,12.89,288.62,3.11,0.01
2070,North,2023-09-01,10.57,239.64,6.78,0.02
2071,North,2023-09-02,11.98,283.46,8.63,0.67
2072,North,2023-09-03,8.42,287.52,4.54,0.57
2073,North,2023-09-04,7.38,401.39,3.21,0.04
2074,North,2023-09-05,12.05,201.59,4.56,0.04
2075,North,2023-09-06,11.1,149.44,5.23,0.06
2076,North,2023-09-07,8.48,242.4,6.08,0.14
2077,North,2023-09-08,8.48,156.6,4.38,0.17
2078,North,2023-09-09,12.41,337.49,7.63,0.05
2079,North,2023-09-10,7.72,194.51,3.66,0.28
2080,North,2023-09-11,13.33,170.25,2.76,0.07
2081,North,2023-09-12,8.19,176.19,7.06,0.51
2082,North,2023-09-13,11.21,269.86,2.02,0.21
2083,North,2023-09-14,9.23,198.34,5.16,0.57
2084,North,2023-09-15,11.05,158.29,10.17,0.31
2085,North,2023-09-16,8.71,341.59,5.51,0.34
2086,North,2023-09-17,9.44,138.7,3.88,0.07
2087,North,2023-09-18,9.81,208.96,5.51,0.08
2088,North,2023-09-19,7.69,257.31,5.56,0.55
2089,North,2023-09-20,11.15,73.71,5.91,0.04
2090,North,2023-09-21,8.61,241.82,6.69,0.01
2091,North,2023-09-22,9.16,118.26,4.18,0.12
2092,North,2023-09-23,7.6,267.85,8.3,0.32
2093,North,2023-09-24,4.45,124.46,6.17,0.3
2094,North,2023-09-25,9.18,256.42,6.93,2.52
2095,North,2023-09-26,14.37,289.09,4.93,0.15
2096,North,2023-09-27,11.1,269.25,7.83,0.11
2097,North,2023-09-28,9.49,220.24,5.55,0.18
2098,North,2023-09-29,9.0,181.52,6.39,0.3
2099,North,2023-09-30,9.57,153.89,4.61,0.02
2100,North,2023-10-01,10.62,317.75,4.55,0.04
2101,North,2023-10-02,7.17,144.27,7.11,0.01
2102,North,2023-10-03,11.77,117.5,5.45,0.18
2103,North,2023-10-04,10.98,254.03,4.87,2.18
2104,North,2023-10-05,11.0,137.53,5.22,1.11
2105,North,2023-10-06,10.46,125.73,7.26,0.8
2106,North,2023-10-07,9.64,86.84,5.31,0.07
2107,North,2023-10-08,10.97,164.39,6.11,0.47
2108,North,2023-10-09,10.83,197.18,6.34,0.34
2109,North,2023-10-10,8.97,224.11,3.48,0.38
2110,North,2023-10-11,8.56,281.71,4.18,3.63
2111,North,2023-10-12,9.95,248.8,6.92,0.07
2112,North,2023-10-13,12.88,192.5,5.35,0.44
2113,North,2023-10-14,7.35,193.13,8.07,0.43
2114,North,2023-10-15,6.93,251.09,7.97,0.28
2115,North,2023-10-16,10.24,313.47,7.63,0.17
2116,North,2023-10-17,10.06,223.23,9.31,0.03
2117,North,2023-10-18,10.36,177.15,6.49,0.15
2118,North,2023-10-19,10.56,136.89,7.62,0.09
2119,North,2023-10-20,9.68,102.43,5.81,0.31
2120,North,2023-10-21,13.17,273.15,10.39,0.28
2121,North,2023-10-22,7.05,267.98,9.72,0.48
2122,North,2023-10-23,8.66,269.9,6.8,0.0
2123,North,2023-10-24,10.18,215.47,7.39,0.33
2124,North,2023-10-25,7.17,340.45,8.88,0.56
2125,North,2023-10-26,10.18,191.38,6.65,0.31
2126,North,2023-10-27,13.93,308.83,5.92,0.03
2127,North,2023-10-28,10.73,231.68,8.25,0.08
2128,North,2023-10-29,11.23,188.56,7.08,0.0
2129,North,2023-10-30,8.33,287.17,7.27,0.2
2130,North,2023-10-31,9.7,275.14,5.77,0.2
2131,North,2023-11-01,10.28,273.61,4.48,4.34
2132,North,2023-11-02,10.48,254.32,7.44,0.1
2133,North,2023-11-03,13.78,247.62,8.47,0.4
2134,North,2023-11-04,12.42,444.63,6.8,0.2
2135,North,2023-11-05,9.19,351.28,9.32,0.35
2136,North,2023-11-06,12.0,317.42,6.14,2.76
2137,North,2023-11-07,12.61,271.66,5.64,0.33
2138,North,2023-11-08,14.0,346.48,7.15,0.11
2139,North,2023-11-09,14.99,310.62,7.15,0.2
2140,North,2023-11-10,9.91,274.6,8.46,0.39
2141,North,2023-11-11,10.43,251.62,6.17,0.13
2142,North,2023-11-12,9.65,272.9,9.41,0.05
2143,North,2023-11-13,11.82,29.27,10.33,0.04
2144,North,2023-11-14,13.34,303.35,7.35,0.0
2145,North,2023-11-15,14.5,251.08,9.3,0.25
2146,North,2023-11-16,12.5,421.3,5.87,0.02
2147,North,2023-11-17,12.14,299.21,9.09,0.06
2148,North,2023-11-18,13.21,206.39,9.07,0.07
2149,North,2023-11-19,11.37,301.42,8.82,0.16
2150,North,2023-11-20,17.35,225.68,7.52,0.1
2151,North,2023-11-21,10.09,351.26,3.13,0.22
2152,North,2023-11-22,13.81,340.73,6.62,0.01
2153,North,2023-11-23,17.62,398.21,6.67,0.03
2154,North,2023-11-24,13.73,262.49,6.16,0.14
2155,North,2023-11-25,13.48,332.71,7.83,0.08
2156,North,2023-11-26,13.28,225.07,7.04,0.07
2157,North,2023-11-27,13.78,394.72,6.45,0.01
2158,North,2023-11-28,17.04,384.49,6.12,0.45
2159,North,2023-11-29,10.01,387.06,6.65,0.24
2160,North,2023-11-30,17.65,352.0,9.42,0.03
2161,North,2023-12-01,11.89,389.56,6.76,0.01
2162,North,2023-12-02,14.36,489.28,7.0,0.74
2163,North,2023-12-03,14.18,342.72,7.1,0.23
2164,North,2023-12-04,16.37,381.26,8.31,0.11
2165,North,2023-12-05,12.16,287.95,8.5,0.24
2166,North,2023-12-06,16.43,310.09,3.26,0.28
2167,North,2023-12-07,19.72,392.13,9.38,1.51
2168,North,2023-12-08,13.1,477.4,10.01,0.13
2169,North,2023-12-09,16.37,373.39,6.3,0.11
2170,North,2023-12-10,14.82,379.87,6.42,0.0
2171,North,2023-12-11,17.16,371.07,7.22,0.52
2172,North,2023-12-12,16.51,365.74,6.77,0.18
2173,North,2023-12-13,15.36,437.05,8.25,0.05
2174,North,2023-12-14,17.78,298.63,5.0,0.5
2175,North,2023-12-15,20.58,525.87,6.26,0.49
2176,North,2023-12-16,16.76,375.16,10.25,4.53
2177,North,2023-12-17,18.74,491.18,6.56,0.41
2178,North,2023-12-18,14.89,336.87,9.82,1.22
2179,North,2023-12-19,15.73,497.04,8.5,0.06
2180,North,2023-12-20,18.76,502.37,5.26,0.37
2181,North,2023-12-21,20.95,484.44,8.93,0.35
2182,North,2023-12-22,18.86,379.26,7.8,0.05
2183,North,2023-12-23,17.7,483.9,7.3,0.02
2184,North,2023-12-24,18.49,374.42,8.36,3.88
2185,North,2023-12-25,16.16,453.99,8.7,0.07
2186,North,2023-12-26,20.05,561.71,9.06,2.05
2187,North,2023-12-27,20.77,548.25,9.76,0.0
2188,North,2023-12-28,18.28,490.89,8.61,0.02
2189,North,2023-12-29,18.41,416.85,5.94,0.13
2190,North,2023-12-30,20.06,551.65,7.29,0.27
2191,North,2023-12-31,18.82,506.71,12.41,0.23
2192,North,2024-01-01,19.74,324.7,9.09,0.17
2193,North,2024-01-02,24.24,578.1,11.55,0.02
2194,North,2024-01-03,19.72,518.7,10.09,0.04
2195,North,2024-01-04,19.67,621.99,8.36,0.1
2196,North,2024-01-05,19.26,443.31,8.44,0.04
2197,North,2024-01-06,22.21,281.93,7.93,1.57
2198,North,2024-01-07,20.53,563.51,5.37,0.11
2199,North,2024-01-08,19.77,569.62,8.0,0.02
2200,North,2024-01-09,23.88,416.13,9.79,0.13
2201,North,2024-01-10,24.25,478.19,7.06,0.02
2202,North,2024-01-11,20.37,781.95,8.58,0.03
2203,North,2024-01-12,18.01,542.13,9.23,0.05
2204,North,2024-01-13,23.93,630.08,6.58,0.39
2205,North,2024-01-14,20.71,524.55,7.26,0.52
2206,North,2024-01-15,23.82,414.36,6.4,1.75
2207,North,2024-01-16,18.47,572.92,6.68,0.08
2208,North,2024-01-17,24.36,570.23,5.97,0.32
2209,North,2024-01-18,20.31,564.39,6.54,0.16
2210,North,2024-01-19,24.36,592.09,10.01,0.26
2211,North,2024-01-20,23.09,627.24,6.5,1.0
2212,North,2024-01-21,21.31,598.91,8.05,0.03
2213,North,2024-01-22,22.57,514.58,7.09,0.01
2214,North,2024-01-23,24.91,659.34,9.6,0.24
2215,North,2024-01-24,23.91,469.21,9.78,0.36
2216,North,2024-01-25,25.02,465.8,9.1,0.37
2217,North,2024-01-26,27.96,693.6,8.25,0.23
2218,North,2024-01-27,21.03,679.63,7.43,0.62
2219,North,2024-01-28,27.55,639.03,5.97,0.14
2220,North,2024-01-29,24.67,536.5,10.65,0.49
2221,North,2024-01-30,22.81,595.97,6.58,0.69
2222,North,2024-01-31,22.1,636.0,8.7,0.38
2223,North,2024-02-01,24.53,533.73,9.28,0.07
2224,North,2024-02-02,26.89,606.61,6.83,0.04
2225,North,2024-02-03,24.94,722.2,9.2,0.16
2226,North,2024-02-04,28.35,788.42,8.77,0.12
2227,North,2024-02-05,22.57,644.86,10.2,0.42
2228,North,2024-02-06,25.58,743.06,6.88,0.02
2229,North,2024-02-07,23.24,533.49,5.64,0.06
2230,North,2024-02-08,26.61,743.39,6.79,0.28
2231,North,2024-02-09,27.78,630.27,7.84,0.02
2232,North,2024-02-10,25.3,723.08,7.59,0.08
2233,North,2024-02-11,21.06,682.51,6.89,0.1
2234,North,2024-02-12,26.79,811.75,4.59,0.19
2235,North,2024-02-13,27.39,639.88,8.14,0.03
2236,North,2024-02-14,27.45,763.71,10.36,1.97
2237,North,2024-02-15,29.23,694.73,8.08,0.12
2238,North,2024-02-16,24.74,707.96,8.27,0.5
2239,North,2024-02-17,28.35,709.38,8.19,0.13
2240,North,2024-02-18,29.49,659.84,7.9,0.06
2241,North,2024-02-19,23.66,729.7,8.67,0.03
2242,North,2024-02-20,27.97,729.08,7.84,0.0
2243,North,2024-02-21,26.43,756.58,6.75,0.15
2244,North,2024-02-22,27.37,747.17,6.0,0.02
2245,North,2024-02-23,28.33,807.3,6.8,0.1
2246,North,2024-02-24,26.76,820.32,7.61,0.18
2247,North,2024-02-25,26.48,665.3,6.64,0.06
2248,North,2024-02-26,28.0,821.69,7.55,0.04
2249,North,2024-02-27,25.85,660.04,7.71,0.3
2250,North,2024-02-28,25.94,804.66,8.27,0.59
2251,North,2024-02-29,29.56,809.82,8.92,0.02
2252,North,2024-03-01,25.99,609.86,7.08,0.03
2253,North,2024-03-02,29.7,772.66,4.97,0.64
2254,North,2024-03-03,29.37,730.11,6.39,0.01
2255,North,2024-03-04,25.07,709.19,6.94,0.76
2256,North,2024-03-05,27.24,880.17,4.09,0.0
2257,North,2024-03-06,31.05,721.94,8.89,0.41
2258,North,2024-03-07,26.77,711.78,6.99,0.07
2259,North,2024-03-08,27.87,784.32,7.32,0.56
2260,North,2024-03-09,29.79,835.0,8.76,0.08
2261,North,2024-03-10,30.49,770.62,5.74,0.21
2262,North,2024-03-11,28.48,876.99,7.51,0.02
2263,North,2024-03-12,27.84,827.8,6.45,0.28
2264,North,2024-03-13,31.93,612.61,6.31,0.3
2265,North,2024-03-14,32.61,745.98,5.39,0.75
2266,North,2024-03-15,31.14,744.77,9.02,0.53
2267,North,2024-03-16,29.4,829.37,5.92,0.11
2268,North,2024-03-17,27.65,582.24,7.5,0.41
2269,North,2024-03-18,27.64,997.28,3.61,0.12
2270,North,2024-03-19,30.38,836.87,8.15,0.78
2271,North,2024-03-20,30.21,807.25,7.93,0.64
2272,North,2024-03-21,32.2,890.73,6.46,0.08
2273,North,2024-03-22,30.72,984.47,5.94,0.43
2274,North,2024-03-23,26.44,867.33,6.85,0.38
2275,North,2024-03-24,31.57,874.17,9.65,0.05
2276,North,2024-03-25,27.49,809.23,3.54,0.2
2277,North,2024-03-26,28.73,787.88,7.32,0.02
2278,North,2024-03-27,30.01,761.47,4.74,0.36
2279,North,2024-03-28,33.51,733.69,6.05,0.04
2280,North,2024-03-29,35.74,744.97,5.67,0.01
2281,North,2024-03-30,30.74,691.95,5.37,0.1
2282,North,2024-03-31,29.16,793.91,5.96,0.17
2283,North,2024-04-01,30.59,665.09,4.24,0.39
2284,North,2024-04-02,31.29,814.94,7.45,0.73
2285,North,2024-04-03,28.86,796.47,3.18,0.58
2286,North,2024-04-04,33.08,810.75,6.65,0.01
2287,North,2024-04-05,29.94,756.76,5.31,0.28
2288,North,2024-04-06,30.45,1044.13,4.01,0.17
2289,North,2024-04-07,30.77,906.14,6.04,0.12
2290,North,2024-04-08,30.25,697.04,3.36,0.07
2291,North,2024-04-09,31.06,814.41,5.73,0.14
2292,North,2024-04-10,28.12,746.24,3.5,0.08
2293,North,2024-04-11,28.2,712.73,6.29,1.41
2294,North,2024-04-12,27.08,685.6,4.18,0.16
2295,North,2024-04-13,30.12,826.21,4.85,0.42
2296,North,2024-04-14,30.76,735.87,5.94,0.16
2297,North,2024-04-15,30.07,866.47,4.31,0.05
2298,North,2024-04-16,32.46,867.12,5.34,0.38
2299,North,2024-04-17,29.05,896.02,3.13,0.16
2300,North,2024-04-18,30.35,716.32,6.31,0.05
2301,North,2024-04-19,26.77,820.86,7.98,0.2
2302,North,2024-04-20,28.12,831.66,9.49,0.09
2303,North,2024-04-21,30.22,741.28,5.41,0.37
2304,North,2024-04-22,30.47,715.55,6.42,0.12
2305,North,2024-04-23,28.11,904.04,2.53,0.26
2306,North,2024-04-24,28.49,791.38,7.43,0.1
2307,North,2024-04-25,25.52,821.88,6.31,0.1
2308,North,2024-04-26,27.77,702.99,4.39,0.82
2309,North,2024-04-27,30.19,668.87,6.94,0.33
2310,North,2024-04-28,29.47,718.45,4.67,0.03
2311,North,2024-04-29,29.24,751.59,4.33,0.07
2312,North,2024-04-30,28.26,673.81,5.7,0.08
2313,North,2024-05-01,28.08,755.51,3.37,0.21
2314,North,2024-05-02,26.66,618.49,6.46,0.28
2315,North,2024-05-03,29.28,661.17,3.32,0.28
2316,North,2024-05-04,28.63,801.58,3.3,0.14
2317,North,2024-05-05,28.67,793.26,3.48,0.33
2318,North,2024-05-06,26.54,710.59,5.96,0.11
2319,North,2024-05-07,23.18,657.43,3.86,0.03
2320,North,2024-05-08,29.57,653.5,2.74,0.17
2321,North,2024-05-09,26.32,702.6,3.83,0.61
2322,North,2024-05-10,25.44,780.73,4.66,0.32
2323,North,2024-05-11,28.44,800.06,2.91,0.17
2324,North,2024-05-12,26.15,682.64,2.93,0.21
2325,North,2024-05-13,28.94,626.59,7.8,0.53
2326,North,2024-05-14,27.93,736.73,3.32,0.11
2327,North,2024-05-15,27.95,645.79,4.1,0.08
2328,North,2024-05-16,23.72,666.52,4.01,0.76
2329,North,2024-05-17,28.76,810.25,3.9,0.4
2330,North,2024-05-18,26.73,766.59,5.44,0.08
2331,North,2024-05-19,25.34,709.18,5.91,0.12
2332,North,2024-05-20,26.23,590.86,4.01,0.11
2333,North,2024-05-21,22.26,705.54,2.59,0.03
2334,North,2024-05-22,26.49,769.6,6.34,0.63
2335,North,2024-05-23,23.48,650.44,4.26,0.1
2336,North,2024-05-24,22.7,784.42,6.98,0.42
2337,North,2024-05-25,22.22,775.55,0.99,0.04
2338,North,2024-05-26,27.35,800.98,4.64,0.16
2339,North,2024-05-27,23.72,687.99,7.2,0.0
2340,North,2024-05-28,27.9,706.21,3.78,0.29
2341,North,2024-05-29,23.61,767.95,3.95,0.17
2342,North,2024-05-30,21.12,686.16,4.71,0.2
2343,North,2024-05-31,22.15,605.78,3.41,0.01
2344,North,2024-06-01,26.71,605.46,3.77,0.05
2345,North,2024-06-02,23.77,655.86,3.71,0.02
2346,North,2024-06-03,22.83,528.91,3.26,0.07
2347,North,2024-06-04,24.09,616.04,6.03,0.2
2348,North,2024-06-05,24.62,710.53,4.87,0.17
2349,North,2024-06-06,25.69,442.78,4.54,0.19
2350,North,2024-06-07,26.2,736.07,5.36,0.16
2351,North,2024-06-08,22.42,698.3,3.74,0.06
2352,North,2024-06-09,20.33,566.9,2.96,0.06
2353,North,2024-06-10,21.99,642.29,3.21,0.03
2354,North,2024-06-11,23.18,594.18,4.1,0.38
2355,North,2024-06-12,20.56,687.41,2.5,0.19
2356,North,2024-06-13,20.41,662.68,3.33,0.04
2357,North,2024-06-14,22.85,467.09,3.3,0.04
2358,North,2024-06-15,21.9,621.09,7.25,0.41
2359,North,2024-06-16,21.89,552.64,0.0,0.27
2360,North,2024-06-17,20.14,570.68,3.78,0.22
2361,North,2024-06-18,21.03,500.75,6.63,0.1
2362,North,2024-06-19,19.47,693.78,4.22,0.06
2363,North,2024-06-20,22.93,632.05,5.16,0.78
2364,North,2024-06-21,23.05,484.56,4.17,0.32
2365,North,2024-06-22,17.12,431.86,3.02,0.07
2366,North,2024-06-23,18.78,502.64,0.65,0.38
2367,North,2024-06-24,17.48,563.12,4.32,0.28
2368,North,2024-06-25,19.0,542.43,2.84,0.07
2369,North,2024-06-26,19.96,618.31,2.8,0.11
2370,North,2024-06-27,17.05,576.1,3.25,0.04
2371,North,2024-06-28,17.94,585.31,6.62,0.02
2372,North,2024-06-29,17.6,528.73,7.61,0.26
2373,North,2024-06-30,19.85,386.27,4.33,0.06
2374,North,2024-07-01,19.4,476.6,3.3,0.34
2375,North,2024-07-02,17.65,571.9,2.24,1.09
2376,North,2024-07-03,19.28,477.81,4.71,0.02
2377,North,2024-07-04,17.66,517.03,6.68,0.13
2378,North,2024-07-05,18.04,446.14,3.64,0.32
2379,North,2024-07-06,21.75,384.12,0.44,1.56
2380,North,2024-07-07,20.92,451.51,5.02,0.29
2381,North,2024-07-08,15.47,480.98,5.5,0.09
2382,North,2024-07-09,19.56,398.7,1.65,0.12
2383,North,2024-07-10,19.35,427.21,4.3,0.18
