RecordID,PlantID,MonthStart,OperationalCostUSD,RevenueUSD,SubsidyUSD,NetProfitUSD
440,6,2019-08-01,27578.92,144785.75,7239.29,124446.12
441,6,2019-09-01,12109.94,64671.33,6467.13,59028.52
442,6,2019-10-01,14325.48,113584.24,5679.21,104937.97
443,6,2019-11-01,32614.9,163190.72,16319.07,146894.89
444,6,2019-12-01,52299.3,230088.1,11504.41,189293.21
445,6,2020-01-01,113471.27,386266.09,19313.3,292108.12
446,6,2020-02-01,191806.52,554415.55,27720.78,390329.81
447,6,2020-03-01,65759.49,928970.75,92897.08,956108.34
448,6,2020-04-01,186183.82,525876.34,52587.63,392280.15
449,6,2020-05-01,120130.18,680188.46,102028.27,662086.55
450,6,2020-06-01,69567.13,455795.29,22789.76,409017.92
451,6,2020-07-01,115829.84,374408.06,37440.81,296019.03
452,6,2020-08-01,24233.33,112612.44,5630.62,94009.73
453,6,2020-09-01,32790.94,117358.43,17603.76,102171.25
454,6,2020-10-01,16376.59,99493.06,9949.31,93065.78
455,6,2020-11-01,46180.01,144251.14,0.0,98071.13
456,6,2020-12-01,86960.28,409919.92,20496.0,343455.64
457,6,2021-01-01,110830.73,537393.96,80609.09,507172.32
458,6,2021-02-01,122537.51,312760.47,0.0,190222.96
459,6,2021-03-01,204733.74,1004499.24,100449.92,900215.42
460,6,2021-04-01,226938.59,755436.77,113315.52,641813.7
461,6,2021-05-01,105272.11,846622.46,0.0,741350.35
462,6,2021-06-01,84972.13,270738.54,13536.93,199303.34
463,6,2021-07-01,120379.32,365041.52,18252.08,262914.28
464,6,2021-08-01,52416.89,109623.19,16443.48,73649.78
465,6,2021-09-01,32247.55,62502.33,3125.12,33379.9
466,6,2021-10-01,15506.24,52553.72,5255.37,42302.85
467,6,2021-11-01,47191.76,200075.98,20007.6,172891.82
468,6,2021-12-01,113119.37,437554.02,21877.7,346312.35
469,6,2022-01-01,149777.8,432222.78,43222.28,325667.26
470,6,2022-02-01,145297.5,511940.41,51194.04,417836.95
471,6,2022-03-01,247991.45,514752.22,25737.61,292498.38
472,6,2022-04-01,102915.44,886775.63,133016.34,916876.53
473,6,2022-05-01,103965.96,563132.83,28156.64,487323.51
474,6,2022-06-01,96493.07,309996.88,46499.53,260003.34
475,6,2022-07-01,59198.16,192487.35,19248.74,152537.93
476,6,2022-08-01,35988.26,127880.16,12788.02,104679.92
477,6,2022-09-01,21594.83,85083.48,12762.52,76251.17
478,6,2022-10-01,15161.99,65966.86,6596.69,57401.56
479,6,2022-11-01,56786.42,111246.0,11124.6,65584.18
480,6,2022-12-01,71699.9,252967.81,0.0,181267.91
481,6,2023-01-01,142272.55,517631.12,0.0,375358.57
482,6,2023-02-01,92840.24,398815.32,59822.3,365797.38
483,6,2023-03-01,116144.72,811915.75,81191.58,776962.61
484,6,2023-04-01,240654.27,835343.91,83534.39,678224.03
485,6,2023-05-01,150248.9,417278.98,0.0,267030.08
486,6,2023-06-01,144387.75,280695.47,0.0,136307.72
487,6,2023-07-01,34864.64,210465.42,10523.27,186124.05
488,6,2023-08-01,58553.39,113490.9,0.0,54937.51
489,6,2023-09-01,18182.12,149240.22,22386.03,153444.13
490,6,2023-10-01,38529.11,62418.78,9362.82,33252.49
491,6,2023-11-01,35271.23,148642.88,0.0,113371.65
492,6,2023-12-01,80480.36,376271.33,18813.57,314604.54
493,6,2024-01-01,61636.1,626328.78,0.0,564692.68
494,6,2024-02-01,152254.86,377787.69,18889.38,244422.21
495,6,2024-03-01,88767.78,533886.22,80082.93,525201.37
496,6,2024-04-01,216080.69,571037.8,0.0,354957.11
497,6,2024-05-01,67025.4,319627.58,47944.14,300546.32
498,6,2024-06-01,148370.0,355527.62,53329.14,260486.76
499,6,2024-07-01,35720.61,201069.15,20106.92,185455.46
500,6,2024-08-01,19776.76,148276.61,7413.83,135913.68
501,6,2024-09-01,32956.17,119707.44,0.0,86751.27
502,6,2024-10-01,32568.7,47541.94,7131.29,22104.53
503,6,2024-11-01,43719.27,152612.55,0.0,108893.28
504,6,2024-12-01,49367.11,248888.78,12444.44,211966.11
505,7,2018-01-01,107491.07,765456.61,38272.83,696238.37
506,7,2018-02-01,76310.27,634081.1,31704.06,589474.89
507,7,2018-03-01,197591.95,763842.7,114576.4,680827.15
508,7,2018-04-01,111566.26,418641.79,41864.18,348939.71
509,7,2018-05-01,153778.16,432550.5,64882.57,343654.91
510,7,2018-06-01,148993.89,726132.76,36306.64,613445.51
511,7,2018-07-01,97403.36,307885.24,30788.52,241270.4
512,7,2018-08-01,184083.73,319746.33,15987.32,151649.92
513,7,2018-09-01,134706.54,457566.61,68634.99,391495.06
514,7,2018-10-01,146357.67,386002.54,0.0,239644.87
515,7,2018-11-01,174298.58,683361.05,34168.05,543230.52
516,7,2018-12-01,70793.33,502402.53,25120.13,456729.33
517,7,2019-01-01,70999.01,401411.41,60211.71,390624.11
518,7,2019-02-01,103543.43,437728.58,21886.43,356071.58
519,7,2019-03-01,57156.46,469309.84,0.0,412153.38
520,7,2019-04-01,159105.59,316469.95,0.0,157364.36
521,7,2019-05-01,93206.71,713744.17,107061.63,727599.09
522,7,2019-06-01,178514.17,457141.99,22857.1,301484.92
523,7,2019-07-01,121948.8,358840.52,35884.05,272775.77
524,7,2019-08-01,139209.18,548642.53,27432.13,436865.48
525,7,2019-09-01,121693.2,712663.88,71266.39,662237.07
526,7,2019-10-01,126542.0,546211.64,81931.75,501601.39
527,7,2019-11-01,56750.97,378804.66,37880.47,359934.16
528,7,2019-12-01,107778.94,401868.97,60280.35,354370.38
529,7,2020-01-01,111330.76,784121.91,117618.29,790409.44
530,7,2020-02-01,141547.77,694202.45,104130.37,656785.05
531,7,2020-03-01,169683.03,722154.86,108323.23,660795.06
532,7,2020-04-01,108682.9,560394.55,84059.18,535770.83
533,7,2020-05-01,132759.81,696369.46,0.0,563609.65
534,7,2020-06-01,113044.17,381902.36,0.0,268858.19
535,7,2020-07-01,138504.05,654787.05,65478.71,581761.71
536,7,2020-08-01,160445.19,630333.1,0.0,469887.91
537,7,2020-09-01,77609.13,328512.46,32851.25,283754.58
538,7,2020-10-01,71367.22,521275.68,26063.78,475972.24
539,7,2020-11-01,134850.5,371088.15,55663.22,291900.87
540,7,2020-12-01,187738.78,754682.47,37734.12,604677.81
541,7,2021-01-01,116759.62,450440.65,67566.1,401247.13
542,7,2021-02-01,96388.22,331292.33,16564.62,251468.73
543,7,2021-03-01,97219.61,491325.6,49132.56,443238.55
544,7,2021-04-01,117795.52,543672.31,81550.85,507427.64
545,7,2021-05-01,147202.19,519811.76,51981.18,424590.75
546,7,2021-06-01,129936.04,553789.51,0.0,423853.47
547,7,2021-07-01,85351.15,544231.07,0.0,458879.92
548,7,2021-08-01,171962.24,559033.34,0.0,387071.1
549,7,2021-09-01,77445.22,565100.04,0.0,487654.82
550,7,2021-10-01,109480.46,513522.8,51352.28,455394.62
551,7,2021-11-01,160144.5,634582.9,0.0,474438.4
552,7,2021-12-01,103027.65,524955.08,52495.51,474422.94
553,7,2022-01-01,172359.8,770966.06,38548.3,637154.56
554,7,2022-02-01,56093.61,539599.78,26979.99,510486.16
555,7,2022-03-01,189749.49,668332.62,66833.26,545416.39
556,7,2022-04-01,95128.07,349621.98,0.0,254493.91
557,7,2022-05-01,79578.19,666623.6,99993.54,687038.95
558,7,2022-06-01,184601.22,711509.06,106726.36,633634.2
559,7,2022-07-01,59106.73,725477.64,36273.88,702644.79
560,7,2022-08-01,128337.39,528368.35,0.0,400030.96
561,7,2022-09-01,186847.98,738604.35,36930.22,588686.59
562,7,2022-10-01,168619.13,361591.1,36159.11,229131.08
563,7,2022-11-01,121374.75,702241.53,35112.08,615978.86
564,7,2022-12-01,79789.77,587027.79,29351.39,536589.41
565,7,2023-01-01,143329.62,641935.08,64193.51,562798.97
566,7,2023-02-01,164496.28,507614.08,76142.11,419259.91
567,7,2023-03-01,85734.08,788380.57,118257.09,820903.58
568,7,2023-04-01,122182.41,297375.45,14868.77,190061.81
569,7,2023-05-01,72863.28,420869.17,0.0,348005.89
570,7,2023-06-01,113579.98,736818.88,73681.89,696920.79
571,7,2023-07-01,191707.42,301625.4,0.0,109917.98
572,7,2023-08-01,93353.91,624042.7,93606.4,624295.19
573,7,2023-09-01,59592.57,756918.51,0.0,697325.94
574,7,2023-10-01,110111.2,633893.52,63389.35,587171.67
575,7,2023-11-01,187919.94,318327.41,0.0,130407.47
576,7,2023-12-01,183942.34,588984.58,58898.46,463940.7
577,7,2024-01-01,111556.61,376127.81,18806.39,283377.59
578,7,2024-02-01,110014.34,635063.8,95259.57,620309.03
579,7,2024-03-01,131889.28,686541.42,102981.21,657633.35
580,7,2024-04-01,122799.58,617712.48,92656.87,587569.77
581,7,2024-05-01,175265.24,441543.19,0.0,266277.95
582,7,2024-06-01,156960.52,716363.99,0.0,559403.47
583,7,2024-07-01,119515.33,381886.83,38188.68,300560.18
584,7,2024-08-01,120926.7,599926.8,59992.68,538992.78
585,7,2024-09-01,95960.39,694322.85,34716.14,633078.6
586,7,2024-10-01,140590.2,405580.23,60837.03,325827.06
587,7,2024-11-01,119399.07,630719.84,63071.98,574392.75
588,7,2024-12-01,94311.29,608442.95,0.0,514131.66
589,8,2018-01-01,819819.36,2711285.41,271128.54,2162594.59
590,8,2018-02-01,378549.76,2588898.63,129444.93,2339793.8
591,8,2018-03-01,831783.59,4664751.84,233237.59,4066205.84
592,8,2018-04-01,777858.59,2137916.44,0.0,1360057.85
593,8,2018-05-01,663276.75,1716297.3,171629.73,1224650.28
594,8,2018-06-01,782483.4,2606311.09,260631.11,2084458.8
595,8,2018-07-01,417460.69,993049.59,99304.96,674893.86
596,8,2018-08-01,149893.08,1228036.09,184205.41,1262348.42
597,8,2018-09-01,110497.2,360659.23,0.0,250162.03
598,8,2018-10-01,130312.51,807631.0,40381.55,717700.04
599,8,2018-11-01,325045.84,958335.78,143750.37,777040.31
600,8,2018-12-01,548518.29,1800029.99,90001.5,1341513.2
601,8,2019-01-01,332576.21,2597164.61,129858.23,2394446.63
602,8,2019-02-01,879371.48,2554554.35,0.0,1675182.87
603,8,2019-03-01,515605.25,4661582.49,699237.37,4845214.61
604,8,2019-04-01,1008024.18,3327763.14,499164.47,2818903.43
605,8,2019-05-01,907498.61,2007077.34,200707.73,1300286.46
606,8,2019-06-01,594141.34,1506253.78,225938.07,1138050.51
607,8,2019-07-01,421359.03,958114.17,95811.42,632566.56
608,8,2019-08-01,199707.51,877793.13,0.0,678085.62
609,8,2019-09-01,90011.33,616880.62,30844.03,557713.32
610,8,2019-10-01,78337.62,534308.73,80146.31,536117.42
611,8,2019-11-01,274612.48,1128661.18,0.0,854048.7
612,8,2019-12-01,397655.51,1492683.98,74634.2,1169662.67
613,8,2020-01-01,699131.81,2848575.48,427286.32,2576729.99
614,8,2020-02-01,838337.58,2255297.21,0.0,1416959.63
615,8,2020-03-01,337362.69,2608258.5,130412.93,2401308.74
616,8,2020-04-01,654432.98,4069041.77,0.0,3414608.79
617,8,2020-05-01,911657.5,4127962.13,412796.21,3629100.84
618,8,2020-06-01,541770.18,1421787.78,213268.17,1093285.77
619,8,2020-07-01,568974.21,992584.86,0.0,423610.65
620,8,2020-08-01,225537.23,499058.5,24952.93,298474.2
621,8,2020-09-01,86761.8,309628.88,30962.89,253829.97
622,8,2020-10-01,171479.82,417376.42,20868.82,266765.42
623,8,2020-11-01,88687.47,633071.88,94960.78,639345.19
624,8,2020-12-01,384395.95,1798836.46,269825.47,1684265.98
625,8,2021-01-01,299056.7,1589955.15,158995.52,1449893.97
626,8,2021-02-01,605429.7,3710623.34,371062.33,3476255.97
627,8,2021-03-01,662642.85,3952073.83,0.0,3289430.98
628,8,2021-04-01,465791.68,3262623.47,326262.35,3123094.14
629,8,2021-05-01,632500.78,4037915.03,403791.5,3809205.75
630,8,2021-06-01,320068.08,1358654.44,135865.44,1174451.8
631,8,2021-07-01,567815.05,1146329.13,171949.37,750463.45
632,8,2021-08-01,121863.54,877496.96,87749.7,843383.12
633,8,2021-09-01,143228.15,438474.03,65771.1,361016.98
634,8,2021-10-01,94739.54,544757.12,27237.86,477255.44
635,8,2021-11-01,275942.52,497152.23,49715.22,270924.93
636,8,2021-12-01,470902.09,1960858.85,196085.89,1686042.65
637,8,2022-01-01,322103.18,1840069.43,0.0,1517966.25
638,8,2022-02-01,513485.68,4025826.5,603873.97,4116214.79
639,8,2022-03-01,1075822.43,2923550.71,0.0,1847728.28
640,8,2022-04-01,538114.64,3792689.72,568903.46,3823478.54
641,8,2022-05-01,744117.8,3395584.48,169779.22,2821245.9
642,8,2022-06-01,355836.73,2988805.64,149440.28,2782409.19
643,8,2022-07-01,427386.52,963118.42,48155.92,583887.82
644,8,2022-08-01,288247.32,876439.65,131465.95,719658.28
645,8,2022-09-01,137158.73,572726.0,57272.6,492839.87
646,8,2022-10-01,101458.29,319900.17,15995.01,234436.89
647,8,2022-11-01,304253.17,798864.98,119829.75,614441.56
648,8,2022-12-01,256553.26,965034.58,96503.46,804984.78
649,8,2023-01-01,802679.32,2399980.42,119999.02,1717300.12
650,8,2023-02-01,570920.69,1850310.05,185031.01,1464420.37
651,8,2023-03-01,589051.29,5014440.38,250722.02,4676111.11
652,8,2023-04-01,1117990.65,4400486.21,660072.93,3942568.49
653,8,2023-05-01,322969.5,2065955.49,0.0,1742985.99
654,8,2023-06-01,769916.99,2061807.27,0.0,1291890.28
655,8,2023-07-01,557634.71,1261642.47,0.0,704007.76
656,8,2023-08-01,344760.03,561149.08,0.0,216389.05
657,8,2023-09-01,116123.02,526865.9,0.0,410742.88
658,8,2023-10-01,146980.79,464991.34,0.0,318010.55
659,8,2023-11-01,122788.67,731767.91,36588.4,645567.64
660,8,2023-12-01,475644.94,1788240.66,268236.1,1580831.82
661,8,2024-01-01,816529.38,2216934.73,332540.21,1732945.56
662,8,2024-02-01,319761.42,2836648.79,283664.88,2800552.25
663,8,2024-03-01,511619.13,3592734.75,538910.21,3620025.83
664,8,2024-04-01,987752.72,4250285.57,212514.28,3475047.13
665,8,2024-05-01,526942.17,3394205.89,169710.29,3036974.01
666,8,2024-06-01,488520.6,1922278.92,0.0,1433758.32
667,8,2024-07-01,339252.03,1541808.45,231271.27,1433827.69
668,8,2024-08-01,186989.43,472521.26,47252.13,332783.96
669,8,2024-09-01,92231.87,329723.35,49458.5,286949.98
670,8,2024-10-01,98985.76,426627.04,42662.7,370303.98
671,8,2024-11-01,252901.53,1132928.55,56646.43,936673.45
672,8,2024-12-01,353387.85,889041.17,0.0,535653.32
673,9,2018-01-01,448954.44,1533507.4,230026.11,1314579.07
674,9,2018-02-01,536269.42,1094297.48,54714.87,612742.93
675,9,2018-03-01,416222.14,2240950.07,0.0,1824727.93
676,9,2018-04-01,502870.08,2535412.85,0.0,2032542.77
677,9,2018-05-01,489130.21,2622283.1,262228.31,2395381.2
678,9,2018-06-01,494929.03,864884.85,86488.49,456444.31
679,9,2018-07-01,237560.4,695157.56,34757.88,492355.04
680,9,2018-08-01,77836.69,589568.0,88435.2,600166.51
681,9,2018-09-01,66502.83,250268.36,12513.42,196278.95
682,9,2018-10-01,103516.16,310280.52,31028.05,237792.41
683,9,2018-11-01,112482.64,586504.03,87975.6,561996.99
684,9,2018-12-01,365563.44,1304960.96,65248.05,1004645.57
685,9,2019-01-01,245198.76,1756081.03,263412.15,1774294.42
686,9,2019-02-01,619105.52,2107492.87,0.0,1488387.35
687,9,2019-03-01,730939.38,3314527.0,331452.7,2915040.32
688,9,2019-04-01,571213.69,2644130.14,0.0,2072916.45
689,9,2019-05-01,717109.25,2186393.22,218639.32,1687923.29
690,9,2019-06-01,390553.35,1136679.07,113667.91,859793.63
691,9,2019-07-01,335136.36,1254555.86,125455.59,1044875.09
692,9,2019-08-01,224388.79,524830.29,78724.54,379166.04
693,9,2019-09-01,76003.74,374104.24,56115.64,354216.14
694,9,2019-10-01,131119.59,188751.08,18875.11,76506.6
695,9,2019-11-01,192961.89,725827.06,36291.35,569156.52
696,9,2019-12-01,317741.13,1604518.94,0.0,1286777.81
697,9,2020-01-01,579106.42,1839586.03,183958.6,1444438.21
698,9,2020-02-01,456117.45,1803294.83,90164.74,1437342.12
699,9,2020-03-01,764185.53,1325042.08,0.0,560856.55
700,9,2020-04-01,682929.41,2845209.58,426781.44,2589061.61
701,9,2020-05-01,687620.89,2689134.66,0.0,2001513.77
702,9,2020-06-01,355241.87,1693583.01,84679.15,1423020.29
703,9,2020-07-01,328121.95,900454.42,45022.72,617355.19
704,9,2020-08-01,82628.0,607380.63,0.0,524752.63
705,9,2020-09-01,84922.39,307991.5,46198.72,269267.83
706,9,2020-10-01,60180.83,364597.82,36459.78,340876.77
707,9,2020-11-01,158332.4,541983.42,0.0,383651.02
708,9,2020-12-01,228147.1,1483268.79,0.0,1255121.69
709,9,2021-01-01,199781.17,2150327.78,322549.17,2273095.78
710,9,2021-02-01,582799.51,2190714.65,109535.73,1717450.87
711,9,2021-03-01,499543.88,3270782.2,0.0,2771238.32
712,9,2021-04-01,492990.85,3350584.83,167529.24,3025123.22
713,9,2021-05-01,339563.74,1984690.51,198469.05,1843595.82
714,9,2021-06-01,160676.3,1450579.64,217586.95,1507490.29
715,9,2021-07-01,208837.03,974481.56,146172.23,911816.76
716,9,2021-08-01,100528.48,381130.56,19056.53,299658.61
717,9,2021-09-01,67782.52,357697.74,53654.66,343569.88
718,9,2021-10-01,100772.76,348453.26,34845.33,282525.83
719,9,2021-11-01,171189.95,492322.86,49232.29,370365.2
720,9,2021-12-01,243736.53,1554266.43,0.0,1310529.9
721,9,2022-01-01,555855.8,1087442.87,0.0,531587.07
722,9,2022-02-01,391770.81,1146395.96,114639.6,869264.75
723,9,2022-03-01,450908.54,2731308.84,136565.44,2416965.74
724,9,2022-04-01,676230.03,1426345.93,0.0,750115.9
725,9,2022-05-01,621125.8,2065810.4,103290.52,1547975.12
726,9,2022-06-01,427288.4,1801299.34,270194.9,1644205.84
727,9,2022-07-01,274487.91,650536.31,0.0,376048.4
728,9,2022-08-01,214783.81,569417.21,28470.86,383104.26
729,9,2022-09-01,118359.72,289846.72,14492.34,185979.34
730,9,2022-10-01,72097.36,301120.25,30112.03,259134.92
731,9,2022-11-01,232564.0,492006.28,24600.31,284042.59
732,9,2022-12-01,163359.63,846949.63,0.0,683590.0
733,9,2023-01-01,381249.42,1047916.22,0.0,666666.8
734,9,2023-02-01,453691.58,1763754.82,0.0,1310063.24
735,9,2023-03-01,855313.51,2795870.13,419380.52,2359937.14
736,9,2023-04-01,599128.62,2358677.35,117933.87,1877482.6
737,9,2023-05-01,554737.54,2229000.47,222900.05,1897162.98
738,9,2023-06-01,255558.53,2065991.39,206599.14,2017032.0
739,9,2023-07-01,254401.11,1457456.12,0.0,1203055.01
740,9,2023-08-01,152447.27,367949.51,0.0,215502.24
741,9,2023-09-01,113216.98,408799.97,40880.0,336462.99
742,9,2023-10-01,120258.15,383156.91,57473.54,320372.3
743,9,2023-11-01,97569.87,625239.65,0.0,527669.78
744,9,2023-12-01,349375.81,1125949.48,168892.42,945466.09
745,9,2024-01-01,272648.96,1226344.39,61317.22,1015012.65
746,9,2024-02-01,506010.08,1673495.28,167349.53,1334834.73
747,9,2024-03-01,491654.85,1375923.11,68796.16,953064.42
748,9,2024-04-01,382388.03,1652014.82,165201.48,1434828.27
749,9,2024-05-01,410819.68,1174707.63,58735.38,822623.33
750,9,2024-06-01,365593.89,2016876.94,100843.85,1752126.9
751,9,2024-07-01,160004.19,751839.43,112775.91,704611.15
752,9,2024-08-01,147773.94,673794.09,33689.7,559709.85
753,9,2024-09-01,85085.88,240713.09,24071.31,179698.52
754,9,2024-10-01,90054.72,388522.01,38852.2,337319.49
755,9,2024-11-01,162351.5,670563.33,67056.33,575268.16
756,9,2024-12-01,273602.92,1521333.77,152133.38,1399864.23
757,10,2018-01-01,736639.48,5516603.97,551660.4,5331624.89
758,10,2018-02-01,825331.83,3073624.73,461043.71,2709336.61
759,10,2018-03-01,1298211.61,3252605.49,162630.27,2117024.15
760,10,2018-04-01,420434.79,3665072.4,549760.86,3794398.47
761,10,2018-05-01,689233.7,2984208.72,0.0,2294975.02
762,10,2018-06-01,913780.52,3046143.18,0.0,2132362.66
763,10,2018-07-01,535950.58,3234957.76,0.0,2699007.18
764,10,2018-08-01,1345428.76,5493112.13,0.0,4147683.37
765,10,2018-09-01,1006782.3,4145230.29,414523.03,3552971.02
766,10,2018-10-01,617305.95,3781654.93,567248.24,3731597.22
767,10,2018-11-01,967794.96,3669953.05,183497.65,2885655.74
768,10,2018-12-01,1365761.61,3939117.93,590867.69,3164224.01
769,10,2019-01-01,497319.36,4915245.24,0.0,4417925.88
770,10,2019-02-01,779350.44,2565683.06,0.0,1786332.62
771,10,2019-03-01,1029747.18,5507431.9,0.0,4477684.72
772,10,2019-04-01,987827.91,4641866.93,696280.04,4350319.06
773,10,2019-05-01,714054.93,2157099.65,323564.95,1766609.67
774,10,2019-06-01,386751.8,2810661.16,0.0,2423909.36
775,10,2019-07-01,889885.87,4693944.21,0.0,3804058.34
776,10,2019-08-01,1391709.07,5610922.94,280546.15,4499760.02
777,10,2019-09-01,546597.46,4825095.69,482509.57,4761007.8
778,10,2019-10-01,937667.06,3461513.3,0.0,2523846.24
779,10,2019-11-01,376194.72,5521402.52,276070.13,5421277.93
780,10,2019-12-01,461412.3,2621923.96,131096.2,2291607.86
781,10,2020-01-01,920699.9,5083165.21,762474.78,4924940.09
782,10,2020-02-01,1226343.25,3924728.97,0.0,2698385.72
783,10,2020-03-01,856008.92,4190609.14,0.0,3334600.22
784,10,2020-04-01,380607.36,5097049.42,509704.94,5226147.0
785,10,2020-05-01,1187897.93,2431895.39,243189.54,1487187.0
786,10,2020-06-01,871478.63,5412967.11,541296.71,5082785.19
787,10,2020-07-01,817071.8,2454031.55,245403.15,1882362.9
788,10,2020-08-01,1408853.85,4814881.11,481488.11,3887515.37
789,10,2020-09-01,1136339.82,3129321.8,469398.27,2462380.25
790,10,2020-10-01,937098.42,4229417.56,0.0,3292319.14
791,10,2020-11-01,1389993.65,4285164.08,428516.41,3323686.84
792,10,2020-12-01,1327405.46,2887373.81,0.0,1559968.35
793,10,2021-01-01,696774.64,3458779.86,345877.99,3107883.21
794,10,2021-02-01,1219595.05,3797274.69,189863.73,2767543.37
795,10,2021-03-01,934190.2,2236027.11,0.0,1301836.91
796,10,2021-04-01,1014497.5,3710805.48,185540.27,2881848.25
797,10,2021-05-01,825943.55,3156272.61,0.0,2330329.06
798,10,2021-06-01,984738.51,5109804.48,0.0,4125065.97
799,10,2021-07-01,1435677.15,5224455.59,261222.78,4050001.22
800,10,2021-08-01,1284307.76,3575303.38,357530.34,2648525.96
801,10,2021-09-01,1134802.66,5035470.22,755320.53,4655988.09
802,10,2021-10-01,1174544.48,2651975.47,0.0,1477430.99
803,10,2021-11-01,933811.8,3582395.7,0.0,2648583.9
804,10,2021-12-01,1353222.73,4507574.47,676136.17,3830487.91
805,10,2022-01-01,578875.13,2499075.8,124953.79,2045154.46
806,10,2022-02-01,830420.27,3482526.71,174126.34,2826232.78
807,10,2022-03-01,1364061.34,4786397.87,239319.89,3661656.42
808,10,2022-04-01,1324700.41,5111865.83,766779.87,4553945.29
809,10,2022-05-01,1441231.13,2527134.15,0.0,1085903.02
810,10,2022-06-01,435002.11,3407852.0,170392.6,3143242.49
811,10,2022-07-01,491202.72,3365435.59,504815.34,3379048.21
812,10,2022-08-01,409541.77,3950716.83,395071.68,3936246.74
813,10,2022-09-01,1024988.85,2579183.49,257918.35,1812112.99
814,10,2022-10-01,713373.57,2182185.1,109109.26,1577920.79
815,10,2022-11-01,561820.04,3405150.95,0.0,2843330.91
816,10,2022-12-01,1302666.69,5427341.09,542734.11,4667408.51
817,10,2023-01-01,1232904.31,3851557.14,0.0,2618652.83
818,10,2023-02-01,599350.5,2945467.81,0.0,2346117.31
819,10,2023-03-01,864502.39,2346406.92,351961.04,1833865.57
820,10,2023-04-01,680426.13,4159262.14,0.0,3478836.01
821,10,2023-05-01,555579.09,5227203.3,784080.49,5455704.7
822,10,2023-06-01,1009810.08,4521322.49,0.0,3511512.41
823,10,2023-07-01,881791.74,2198626.64,329794.0,1646628.9
824,10,2023-08-01,1392858.95,3421047.86,513157.18,2541346.09
825,10,2023-09-01,1231474.34,3368798.17,0.0,2137323.83
826,10,2023-10-01,1345260.93,2688750.45,0.0,1343489.52
827,10,2023-11-01,936196.9,2190741.01,328611.15,1583155.26
828,10,2023-12-01,1076136.85,4964152.78,248207.64,4136223.57
829,10,2024-01-01,712934.72,2739292.3,0.0,2026357.58
830,10,2024-02-01,520889.84,4193393.39,419339.34,4091842.89
831,10,2024-03-01,1261831.76,3801606.73,380160.67,2919935.64
832,10,2024-04-01,1350546.51,2636120.77,263612.08,1549186.34
833,10,2024-05-01,715511.22,3922154.94,0.0,3206643.72
834,10,2024-06-01,859287.31,2742563.0,274256.3,2157531.99
835,10,2024-07-01,971476.91,3316661.88,165833.09,2511018.06
836,10,2024-08-01,435835.39,2646141.05,0.0,2210305.66
837,10,2024-09-01,1279381.59,3850752.92,577612.94,3148984.27
838,10,2024-10-01,443744.22,3263195.33,163159.77,2982610.88
839,10,2024-11-01,988806.05,2609296.02,260929.6,1881419.57
840,10,2024-12-01,696382.66,4436136.59,0.0,3739753.93
841,11,2018-01-01,47108.01,103065.45,5153.27,61110.71
842,11,2018-02-01,37541.76,92553.03,9255.3,64266.57
843,11,2018-03-01,26628.46,235991.13,23599.11,232961.78
844,11,2018-04-01,37829.7,136898.96,20534.84,119604.1
845,11,2018-05-01,42082.54,185593.05,9279.65,152790.16
846,11,2018-06-01,37837.28,69875.18,3493.76,35531.66
847,11,2018-07-01,32856.03,122904.58,6145.23,96193.78
848,11,2018-08-01,22034.92,108615.41,10861.54,97442.03
849,11,2018-09-01,34020.34,148764.16,7438.21,122182.03
850,11,2018-10-01,47539.59,161909.76,0.0,114370.17
851,11,2018-11-01,19763.14,165176.68,24776.5,170190.04
852,11,2018-12-01,32866.07,186730.25,18673.03,172537.21
853,11,2019-01-01,51739.43,109133.65,16370.05,73764.27
854,11,2019-02-01,50680.71,215495.25,0.0,164814.54
855,11,2019-03-01,25425.48,147978.38,22196.76,144749.66
856,11,2019-04-01,15455.4,125445.23,18816.78,128806.61
857,11,2019-05-01,18744.08,151871.86,0.0,133127.78
858,11,2019-06-01,31086.51,68755.02,0.0,37668.51
859,11,2019-07-01,29272.61,153967.93,0.0,124695.32
860,11,2019-08-01,30671.52,161330.31,16133.03,146791.82
861,11,2019-09-01,27638.77,207530.52,20753.05,200644.8
862,11,2019-10-01,41997.97,228519.9,22851.99,209373.92
863,11,2019-11-01,26260.21,234500.41,35175.06,243415.26
864,11,2019-12-01,64615.39,129131.19,6456.56,70972.36
865,11,2020-01-01,61680.31,105839.58,0.0,44159.27
866,11,2020-02-01,29297.08,166584.71,8329.24,145616.87
867,11,2020-03-01,34120.3,176139.65,17613.97,159633.32
868,11,2020-04-01,17454.5,142838.19,21425.73,146809.42
869,11,2020-05-01,35349.21,107440.9,5372.05,77463.74
870,11,2020-06-01,15269.73,80544.92,12081.74,77356.93
871,11,2020-07-01,49542.92,102494.69,5124.73,58076.5
872,11,2020-08-01,49847.63,211626.36,31743.95,193522.68
873,11,2020-09-01,33883.84,133209.64,13320.96,112646.76
874,11,2020-10-01,27510.39,111042.72,0.0,83532.33
875,11,2020-11-01,28996.88,142541.8,14254.18,127799.1
876,11,2020-12-01,52065.5,248096.44,24809.64,220840.58
877,11,2021-01-01,61019.95,272720.76,27272.08,238972.89
878,11,2021-02-01,47828.84,126676.95,6333.85,85181.96
879,11,2021-03-01,37307.23,151020.59,15102.06,128815.42
